firm_key,main_topic,num_words,para_order,prob
Lux Bio Group.txt,0,28,2,0.9689632058143616
Lux Bio Group.txt,2,22,3,0.9608665108680725
Lux Bio Group.txt,1,22,4,0.9608649611473083
Lux Bio Group.txt,2,27,5,0.9678539633750916
Lux Bio Group.txt,9,25,6,0.9653822779655457
Lux Bio Group.txt,2,15,7,0.9437454342842102
Lux Bio Group.txt,7,17,8,0.9499925971031189
Lux Bio Group.txt,3,13,9,0.9357114434242249
Lux Bio Group.txt,8,13,10,0.9357085824012756
Lux Bio Group.txt,7,19,11,0.954997718334198
Lux Bio Group.txt,5,18,12,0.9526246786117554
Lux Bio Group.txt,6,15,13,0.94374680519104
Lux Bio Group.txt,6,12,14,0.9307643175125122
ACACIA RESEARCH GROUP LLC.txt,6,10,1,0.9181709289550781
ACACIA RESEARCH GROUP LLC.txt,0,28,2,0.9689631462097168
ACACIA RESEARCH GROUP LLC.txt,2,22,3,0.9608665108680725
ACACIA RESEARCH GROUP LLC.txt,1,22,4,0.9608653783798218
ACACIA RESEARCH GROUP LLC.txt,2,27,5,0.9678539633750916
ACACIA RESEARCH GROUP LLC.txt,9,25,6,0.9653822779655457
ACACIA RESEARCH GROUP LLC.txt,2,15,7,0.943745493888855
ACACIA RESEARCH GROUP LLC.txt,7,17,8,0.949992835521698
ACACIA RESEARCH GROUP LLC.txt,3,13,9,0.9357114434242249
ACACIA RESEARCH GROUP LLC.txt,8,13,10,0.9357079267501831
ACACIA RESEARCH GROUP LLC.txt,7,19,11,0.9549976587295532
ACACIA RESEARCH GROUP LLC.txt,5,18,12,0.9526239633560181
ACACIA RESEARCH GROUP LLC.txt,6,15,13,0.9437471032142639
ACACIA RESEARCH GROUP LLC.txt,6,12,14,0.9307645559310913
Plant Sensory Systems.txt,6,10,1,0.9181709289550781
Plant Sensory Systems.txt,0,28,2,0.9689632058143616
Plant Sensory Systems.txt,2,22,3,0.9608665108680725
Plant Sensory Systems.txt,1,22,4,0.9608653783798218
Plant Sensory Systems.txt,2,27,5,0.9678539633750916
Plant Sensory Systems.txt,9,25,6,0.9653822779655457
Plant Sensory Systems.txt,2,15,7,0.9437456727027893
Plant Sensory Systems.txt,7,17,8,0.949992835521698
Plant Sensory Systems.txt,3,13,9,0.9357114434242249
Plant Sensory Systems.txt,8,13,10,0.9357084035873413
Plant Sensory Systems.txt,7,19,11,0.954997718334198
Plant Sensory Systems.txt,5,18,12,0.9526246786117554
Plant Sensory Systems.txt,6,15,13,0.9437470436096191
Plant Sensory Systems.txt,6,12,14,0.9307647347450256
NanoOncology.txt,6,10,1,0.9181709289550781
NanoOncology.txt,0,28,2,0.9689632058143616
NanoOncology.txt,2,22,3,0.9608665108680725
NanoOncology.txt,1,22,4,0.9608653783798218
NanoOncology.txt,2,27,5,0.9678539037704468
NanoOncology.txt,9,25,6,0.9653822779655457
NanoOncology.txt,2,15,7,0.9437456727027893
NanoOncology.txt,7,17,8,0.949992835521698
NanoOncology.txt,3,13,9,0.9357114434242249
NanoOncology.txt,8,13,10,0.9357084631919861
NanoOncology.txt,7,19,11,0.954997718334198
NanoOncology.txt,5,18,12,0.9526242613792419
NanoOncology.txt,6,15,13,0.9437466263771057
NanoOncology.txt,6,12,14,0.9307646155357361
Genesco Inc_.txt,6,10,1,0.9181709289550781
Genesco Inc_.txt,0,28,2,0.9689632058143616
Genesco Inc_.txt,2,22,3,0.9608665108680725
Genesco Inc_.txt,1,22,4,0.9608653783798218
Genesco Inc_.txt,2,27,5,0.9678539633750916
Genesco Inc_.txt,9,25,6,0.9653822779655457
Genesco Inc_.txt,2,15,7,0.9437456727027893
Genesco Inc_.txt,7,17,8,0.949992835521698
Genesco Inc_.txt,3,13,9,0.9357114434242249
Genesco Inc_.txt,8,13,10,0.9357084035873413
Genesco Inc_.txt,7,19,11,0.954997718334198
Genesco Inc_.txt,5,18,12,0.9526237845420837
Genesco Inc_.txt,6,15,13,0.9437470436096191
Genesco Inc_.txt,6,12,14,0.9307645559310913
Glucan Biorenewables LLC.txt,6,10,1,0.9181709289550781
Glucan Biorenewables LLC.txt,0,28,2,0.9689632058143616
Glucan Biorenewables LLC.txt,2,22,3,0.9608665108680725
Glucan Biorenewables LLC.txt,1,22,4,0.9608650207519531
Glucan Biorenewables LLC.txt,2,27,5,0.9678539633750916
Glucan Biorenewables LLC.txt,9,25,6,0.9653820395469666
Glucan Biorenewables LLC.txt,2,15,7,0.9437456130981445
Glucan Biorenewables LLC.txt,7,17,8,0.9499927163124084
Glucan Biorenewables LLC.txt,3,13,9,0.9357114434242249
Glucan Biorenewables LLC.txt,8,13,10,0.9357079863548279
Glucan Biorenewables LLC.txt,7,19,11,0.954997718334198
Glucan Biorenewables LLC.txt,5,18,12,0.9526246786117554
Glucan Biorenewables LLC.txt,6,15,13,0.9437469244003296
Glucan Biorenewables LLC.txt,6,12,14,0.9307647347450256
NA.txt,6,10,1,0.9181699752807617
NA.txt,0,28,2,0.9689632058143616
NA.txt,2,22,3,0.9608665108680725
NA.txt,1,22,4,0.9608653783798218
NA.txt,2,27,5,0.9678539633750916
NA.txt,9,25,6,0.9653816819190979
NA.txt,2,15,7,0.9437456727027893
NA.txt,7,17,8,0.9499924778938293
NA.txt,3,13,9,0.9357114434242249
NA.txt,8,13,10,0.9357086420059204
NA.txt,7,19,11,0.954997718334198
NA.txt,5,18,12,0.9526244401931763
NA.txt,6,15,13,0.9437470436096191
NA.txt,6,12,14,0.9307647347450256
Pharmatrophix.txt,6,10,1,0.9181700348854065
Pharmatrophix.txt,0,28,2,0.9689632058143616
Pharmatrophix.txt,2,22,3,0.9608665108680725
Pharmatrophix.txt,1,22,4,0.9608653783798218
Pharmatrophix.txt,2,27,5,0.9678539037704468
Pharmatrophix.txt,9,25,6,0.9653821587562561
Pharmatrophix.txt,2,15,7,0.9437456727027893
Pharmatrophix.txt,7,17,8,0.949992835521698
Pharmatrophix.txt,3,13,9,0.9357114434242249
Pharmatrophix.txt,8,13,10,0.9357086420059204
Pharmatrophix.txt,7,19,11,0.9549976587295532
Pharmatrophix.txt,5,18,12,0.9526246786117554
Pharmatrophix.txt,6,15,13,0.9437468647956848
Pharmatrophix.txt,6,12,14,0.9307644963264465
Immunolight.txt,6,10,1,0.9181709289550781
Immunolight.txt,0,28,2,0.9689632058143616
Immunolight.txt,2,22,3,0.9608665108680725
Immunolight.txt,1,22,4,0.9608653783798218
Immunolight.txt,2,27,5,0.9678539633750916
Immunolight.txt,9,25,6,0.9653822779655457
Immunolight.txt,2,15,7,0.9437454342842102
Immunolight.txt,7,17,8,0.949992835521698
Immunolight.txt,3,13,9,0.9357114434242249
Immunolight.txt,8,13,10,0.935708224773407
Immunolight.txt,7,19,11,0.954997718334198
Immunolight.txt,5,18,12,0.9526246786117554
Immunolight.txt,6,15,13,0.9437469840049744
Immunolight.txt,6,12,14,0.9307647347450256
Matrix Genetics.txt,6,10,1,0.9181709289550781
Matrix Genetics.txt,0,28,2,0.9689632058143616
Matrix Genetics.txt,2,22,3,0.9608665108680725
Matrix Genetics.txt,1,22,4,0.9608653783798218
Matrix Genetics.txt,2,27,5,0.9678539633750916
Matrix Genetics.txt,9,25,6,0.9653822779655457
Matrix Genetics.txt,2,15,7,0.9437453746795654
Matrix Genetics.txt,7,17,8,0.949992835521698
Matrix Genetics.txt,3,13,9,0.9357113838195801
Matrix Genetics.txt,8,13,10,0.9357086420059204
Matrix Genetics.txt,7,19,11,0.954997718334198
Matrix Genetics.txt,5,18,12,0.9526246786117554
Matrix Genetics.txt,6,15,13,0.9437470436096191
Matrix Genetics.txt,6,12,14,0.9307641386985779
Ferro Corporation.txt,6,10,1,0.9181709289550781
Ferro Corporation.txt,0,28,2,0.9689631462097168
Ferro Corporation.txt,2,22,3,0.9608665108680725
Ferro Corporation.txt,1,22,4,0.9608653783798218
Ferro Corporation.txt,2,27,5,0.9678539633750916
Ferro Corporation.txt,9,25,6,0.9653822183609009
Ferro Corporation.txt,2,15,7,0.943745493888855
Ferro Corporation.txt,7,17,8,0.949992835521698
Ferro Corporation.txt,3,13,9,0.9357113838195801
Ferro Corporation.txt,8,13,10,0.9357086420059204
Ferro Corporation.txt,7,19,11,0.954997718334198
Ferro Corporation.txt,5,18,12,0.9526241421699524
Ferro Corporation.txt,6,15,13,0.9437470436096191
Ferro Corporation.txt,6,12,14,0.9307647347450256
Kinetech Power Company LLC.txt,6,10,1,0.9181709289550781
Kinetech Power Company LLC.txt,0,28,2,0.9689631462097168
Kinetech Power Company LLC.txt,2,22,3,0.9608665108680725
Kinetech Power Company LLC.txt,1,22,4,0.9608653783798218
Kinetech Power Company LLC.txt,2,27,5,0.9678539633750916
Kinetech Power Company LLC.txt,9,25,6,0.9653822779655457
Kinetech Power Company LLC.txt,2,15,7,0.9437456727027893
Kinetech Power Company LLC.txt,7,17,8,0.9499924182891846
Kinetech Power Company LLC.txt,3,13,9,0.9357114434242249
Kinetech Power Company LLC.txt,8,13,10,0.9357086420059204
Kinetech Power Company LLC.txt,7,19,11,0.9549975395202637
Kinetech Power Company LLC.txt,5,18,12,0.9526241421699524
Kinetech Power Company LLC.txt,6,15,13,0.9437469840049744
Kinetech Power Company LLC.txt,6,12,14,0.9307641386985779
Gilead Connecticut.txt,6,10,1,0.9181709289550781
Gilead Connecticut.txt,0,28,2,0.9689632058143616
Gilead Connecticut.txt,2,22,3,0.9608665108680725
Gilead Connecticut.txt,1,22,4,0.9608653783798218
Gilead Connecticut.txt,2,27,5,0.9678539633750916
Gilead Connecticut.txt,9,25,6,0.9653822779655457
Gilead Connecticut.txt,2,15,7,0.9437456727027893
Gilead Connecticut.txt,7,17,8,0.949992835521698
Gilead Connecticut.txt,3,13,9,0.9357114434242249
Gilead Connecticut.txt,8,13,10,0.9357086420059204
Gilead Connecticut.txt,7,19,11,0.9549976587295532
Gilead Connecticut.txt,5,18,12,0.9526246786117554
Gilead Connecticut.txt,6,15,13,0.9437467455863953
Gilead Connecticut.txt,6,12,14,0.9307647347450256
Ablexis.txt,6,10,1,0.918170154094696
Ablexis.txt,0,28,2,0.9689632058143616
Ablexis.txt,2,22,3,0.9608664512634277
Ablexis.txt,1,22,4,0.9608653783798218
Ablexis.txt,2,27,5,0.9678536057472229
Ablexis.txt,9,25,6,0.9653822779655457
Ablexis.txt,2,15,7,0.9437456130981445
Ablexis.txt,7,17,8,0.949992835521698
Ablexis.txt,3,13,9,0.9357114434242249
Ablexis.txt,8,13,10,0.9357086420059204
Ablexis.txt,7,19,11,0.954997718334198
Ablexis.txt,5,18,12,0.9526243805885315
Ablexis.txt,6,15,13,0.9437465667724609
Ablexis.txt,6,12,14,0.9307647347450256
