"lookup_firm","mean_cd2017y"
"LifeNet Health",-0.00718115686956522
"Linne Industries",0
"Lintec",0.101556220361111
"Lion Copolymer Geismar",-0.0357420454545455
"LIQUID X PRINTED METALS",0
"Liquidia Technologies",-0.000287982857142857
"Litron Laboratories Limited",0.062114115
"Little Kids",0.08264025
"Livetv",-0.00296254363636364
"Lockheed Martin",0.0418008165004628
"Locus Energy",0.111111111111111
"Lof Solar",0
"Longhorn Vaccines and Diagnostics",-0.0106140007058824
"LORDO AMERICA",0
"Los Alamos National Security",0.0646644139672802
"Lovelace Respiratory Research Institute",0.015980554
"LUCERA LABS",0
"Lumenco",-0.017857125
"Lumentum Operations",0.0486453120689655
"Luna Innovations",0.01853049859375
"Lux Bio Group",-0.0208333333333333
"Lyotropic Therapeutics",0.066561944
"Ma-West",0.072385118125
"Macronix Co",0.0509992980833032
"Magna",0.0512524478
"Magnachip Semiconductor",0.0680891355271565
"Magnolia Optical Technologies",-0.0546703142857143
"Magnolia Solar",0.190789475
"MAHLE",0.0500276073020528
"Mainstream Engineering Corp",0.0770022931764706
"Mallinckrodt",0.137074607777616
"Manta Instruments",0
"MANUFACTURING RESOURCES",0.00295914933333333
"Marathon Equipment Company",0.1108370875
"Marine Biotech",0.00719424
"Marine Polymer Technologies",-0.016954605
"Markel",0.140653802416667
"Masimo Semiconductor",0.487261666666667
"Materia",0.00698247870967742
"MATERIALS ANALYSIS TECHNOLOGY (US) CORP",-0.342105266666667
"Matrix Genetics",-0.0172344
"Matrix Odyssey",0
"Mattson Technology",0.0116622506753247
"Maxim Integrated Products",0.0866267565172054
"MAXLINEAR",0.0261015751724138
"Maxout Renewables",-0.00809061666666667
"MBC Ventures",-0.00949012272727273
"McAlister Technologies",0.00282903277777778
"McElroy Manufacturing",-0.00963809444444444
"MCI",0.064506447063745
"Medgenics Medical Israel",-0.00332438542857143
"Mediatek",0.0693287327664474
"Medical Diagnostic Laboratories",0.116057896885246
"Medicis Pharmaceutical",0.0386596219672131
"MEDport",0.0143182053333333
"Medtronic Vascular",0.000154490192592593
"Merck Patent",0.115615368747045
"MERCK SHARP & DOHME CORP",0.0791925013927126
"Meso Scale Technologies",0.030864331137931
"Met Tech",0.173469383333333
"Metabolix",0.0349796310337838
"Meyer Tool",-0.0430023111111111
"Michelin Recherche et Technique SA",0.0390107225336323
"Michigan Biotechnology Institute",0.0823860359090909
"Micro Cooling Concepts",0
"Microchip Technology",0.0709551837066869
"Microchips Biotech",0
"MicroContinuum",0.120371955714286
"MicroLink Devices",0.0932319125
"Micron Technology",0.025124012483455
"Microsemi SoC",0.00544217333333333
"MICROSOFT TECHNOLOGY LICENSING",0.0103126544478902
"Microsurge",0.0774834575
"Midori USA",0
"Midrex Technologies",0.00411890894736842
"MIETAMARK GENETICS",0
"MILLENIUM SYNTHFUELS",0
"Milliken & Company",0.0155637880170109
"Minebea Co",0.0865432915377532
"Mintera",0.118329910145985
"MirTech",0.0410729643478261
"Mission Product Holdings",0
"Mitsubishi Electric",0.0603357069871362
"Mitsubishi Metal",0.148556481566019
"Mitsubishi Polyester Film",0.0537241300943396
"Molecular Imprints",0.00878356414358974
"Molecular Rebar Design",0.00193798333333333
"Momentive Performance Materials",0.0131219251039261
"Monarch Power Corp",0.00136054333333333
"Monolithe Semiconductor",0.061393805
"MonoSol",0.0318482638983051
"Monsanto Technology",0.0121245731649234
"MONTEREY RESEARCH",0
"Morpho",0.0301109454262295
"Moxtek",0.0278891992156863
"Mumetel",0
"Murata Manufacturing Co",0.093733855994722
"Musco",0.0210609972742857
"mVerify",0.183685386292614
"Nalco Company",0.0346734778795812
"Nanao",0.0646119070588235
"NANO CELL SYSTEMS",0
"Nano Technics Company",0
"NANOBIO",-0.002924152
"Nanoco Technologies",0.0253412316326531
"nanoComposix",-0.005171514
"Nanocopocia",0
"NanoGram",0.00778674983333333
"Nanoholdings",0.0333333
"NanoLab",0.0382329517647059
"NanoMech",0.048343862962963
"Nanomix",0.0460323138461538
"NanoOncology",0
"NANOPHARMACEUTICALS",-0.00383128625
"NANOPHTHALMICS",0
"Nanoquantum Sciences",-0.4
"Nanoridge Materials",0.0018551125
"Nanospectra Biosciences",-0.0107613566666667
"Nanostatics",0.252777775
"Nanosys",0.0200853320802469
"Nanotech Biomachines",0
"NanoTech Lubricants",0
"Nanotek Instruments",0.0202683278064516
"Nant Holdings IP",0.0161485858395062
"Nantero",0.0174891809061224
"National Education",-0.019799225
"Nationwide Children's Hospital",0.117886042564103
"NCC Nano",0.0123547117647059
"NEC",0.112630031438181
"Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO",0.0844887962270169
"NeoPhotonics",0.0192436633928571
"NeoVision",-0.007189039
"Nestec S A",0.0913780256066986
"NetApp",0.0669263318641811
"Neumedicines",0.142857142857143
"NeuMoDx Molecular",-0.00333475692307692
"Neural Signals",-0.00242312666666667
"Neutronic Perpetual Innovations",-0.466666666666667
"New England Biolabs",0.217589259011952
"New Technology Ventures",-0.02859064
"Newdoll Enterprises",-0.016100268
"NEWFIELD THERAPEUTICS",0
"Newlans",0.0436637478571429
"Newport",0.0613659786355932
"Nexcom Technology",0.0793385354166667
"NGK Spark Plug Co",0.112734993948393
"NICHIA",0.0970312821351197
"Nikon",0.0858999882346581
"Nippon Chemi-Con",0.145538633592233
"Nippon Shokubai Co",0.11201620950542
"Nissan Motor Co",0.145550761957715
"Nissan North America",0.0220383091358314
"nLIGHT",0.00422520607142857
"NLT TECHNOLOGIES",0.0863231541317365
"NOK",0.0954376270873418
"Nokia",0.0968017153347218
"Nokia Technologies Oy",0.0301461412582345
"Nokomis",-0.016435061875
"Nordic Technologies",0.00535813333333333
"Nordson",0.0716836943150794
"Northrop Grumman Systems",0.030559578408046
"Northwest Biotherapeutics",0.150079343846154
"NOVA Chemicals (International) SA",0.0224934648128342
"NOVA PANGAEA TECHNOLOGIES LIMITED",-0.0058997
"Nova Technologies",0.0315575690625
"Novartis AG",0.0848776579992801
"NovaSolix",-0.0555555
"Novellus Systems",0.00853631975770925
"Novon",0.056168335625
"Novozymes",0.134462816120996
"Novozymes A/S",0.136031357649939
"Novozymes North America",0.0580250040816327
"Novus Energy",-0.00250156333333333
"Novus Technology",0
"Nthdegree Technologies Worldwide",0.0326074057727273
"NuOrtho Surgical",-0.00353539846153846
"Nutech Ventures",0.085672844
"Nvidia",0.0508364615640457
"NXP USA",0.00122690767326733
"OAS Design Group",0
"OBI",-0.012277862
"Oceanit Laboratories",0.0259380783333333
"Oculus VR",0.00190476
"OFS Fitel",0.0524393366108787
"Ojai Retinal Technology",0
"Oki Data",0.108744867212588
"OLYMPUS",0.0732493447564074
"Olympus NDT",0.0636796526229508
"OmniVision Technologies",0.0911722051166181
"Omron",0.0740892947545244
"One Earth Designs",-0.1
"Opel Solar",-0.00320145833333333
"OPTERRA ENERGY SERVICES",0
"Optodot",0.0047396575
"Oracle",0.0404184537823187
"OrbusNeich Medical",-0.0040640905
"Ormat Technologies",0.0310718607042254
"Ormet Circuits",0.00192114857142857
"Ortho-Clinical Diagnostics",0.0302808476160714
"OSI Optoelectronics",0.0223173658333333
"Osram Sylvania",0.0687260571860678
"Ostendo Technologies",0.0141190052631579
"OTSUKA PHARMACEUTICAL CO",0.139520204196364
"Ovonic Battery Company",0.111946757927928
"Owens-Brockway Glass Container",9.95933579335791e-06
"PACCAR",0.135338207536657
"Pacific Biosciences of California",0.00307943317040359
"Pacific Industrial Development",0
"Pacific Light Technologies Corp",0.0529044815789474
"Palo Alto Research Center",0.0539602439729345
"Panasonic Intellectual Property Management Co",0.0305489743650149
"Panasonic Intellectual Property of America",0.0758594668546845
"Pansonic",0.0844523992109867
"Paratek Pharmaceuticals",-0.0797396051470588
"Pardev",0
"Parion Sciences",-0.31146784953125
"Parker-Hannifin",0.126738399622263
"PAX Scientific",0.0561726174736842
"PDF Solutions",0.0707691363529412
"Pegatron",0.076954167214664
"Pelican Imaging",-0.087480951744186
"PELLION TECHNOLOGIES",0.1263888875
"Pendar Technologies",0
"Pentair Thermal Management",0
"Pentron Clinical Technologies",-0.00359673046511628
"Performance Plants",0.4087173
"Perkinelmer Holdings",0
"PeterBrod Corp",0
"PetraSolar",-0.02655150575
"Peytant Solutions",-0.00105597
"Pfizer",0.237067097158533
"Pharmatrophix",0
"Pharmion",0.05935859375
"Philip Morris USA",0.0178988361364486
"Phillips 66 Company",0.0229440887134503
"Phoseon Technology",0.00190801098461538
"Photon Dynamics",0.0479975941558442
"Piksel",-0.00490262
"Pinnacle Technology",0.00382695457142857
"Pioneer Energy",0.00103666851851852
"Pioneer Hi Bred",0.0765185347415507
"Pixar",0.100386227909408
"Pixelligent Technologies",-0.0283654577272727
"Plant Sensory Systems",0
"Plasma Tech Holdings",0
"Plasma-Therm",0.0778919795652174
"PLEX",-0.0707699834814815
"PluroGen Therapeutics",0.25225225
"PLYCEM USA",0
"PNM",-0.0212061892307692
"POET Research",0.0122540728923077
"POLAR LIGHT TECHNOLOGIES AB",0
"Polaris Products",0
"Poly-Med",0.0399919408320611
"PolyOne",0.0102291924038462
"PolyPlus Battery Company",-0.0624679699213483
"Polysar",0.49510282
"PortaFire",-0.0492891385714286
"POSiFA MICROSYSTEMS",0
"Power Integrations",0.0290618651950904
"PPG Industries Ohio",0.209875510201767
"PQ",0.0994662368948005
"Praxair ST Technology",0.0439956043356643
"Praxair Technology",0.0181512152177356
"Precision Custom Coatings",-0.00359712
"Previvo Genetics",-0.00966065714285714
"Princeton Optronics",0.104844525833333
"Production Resource Group LLC",-0.00598889157407407
"Professional Compounding Centers of America",0.00409891666666667
"ProNAi Therapeutics",-0.00638528
"Propagation Research Associates",-0.00595238571428571
"Prosoft",-0.0156955805714286
"Proterra",0.0445061477358491
"Proton Power",0.20582866969697
"PTC Therapeutics",0.0179404255045872
"Pulse Therapeutics",-0.00172802285714286
"Pyrexar Medical",0
"QD Vision",-0.00255846830508475
"Qiagen",0.0585516750115607
"QUALCOMM",0.0636255667398433
"QUALCOMM MEMS Technologies",-0.000770266813242784
"Quallion",0.0485396734495413
"Qualsig",0
"Quantapore",-0.0011286675
"Quantum Devices",0.02821761375
"Quantum Materials",0.102306686363636
"QuantumScape",0.0555555555555556
"Quest Diagnostics Investments",0.0141461066197183
"QUSWAMI",0
"RA Miller Industries",0.014431289
"RADIANCE SOLAR",-0.111111
"Rapamycin Holdings",0
"Raytheon BBN Technologies Corp",0.0347881959884393
"Raytheon Company",0.122254307535381
"Rebellion Photonics",0
"Red Hat",0.045967448945515
"Redwood Systems",0.0022126412
"Regeneron Pharmaceuticals",0.07844393157277
"Reliance Controls",-0.0116882122680412
"Relypsa",-0.0194364548148148
"Renesas Electronics",0.0600644932955458
"Renewable Algal Energy",-0.00182484
"Renewable Opportunities",0
"Renewable Power Conversion",0.14287132125
"Renmatix",0.0293545385714286
"RenovaCare Sciences Corp",-0.01612905
"RES USA",-0.00609910344827586
"Research Triangle Institute",0.0860405605590551
"Revera",0.0136851480952381
"Revivicor",-0.0007374625
"Reynolds Technologies",-0.0361820666666667
"RF Micro Devices",0.0630516459083601
"Rhodia Operations",0.0126569755027933
"Richtek Technology ROC",0.0678864476383764
"Ricoh Company Limited",0.116014710617988
"Rillito Rive Solar",-0.01255268
"Rima Enterprises",0.153883333333333
"RINAT NEUROSCIENCE CORP",0.101750307472222
"Rio Grande Valley Sugar Growers",0
"Riverbed Technology",0.0607069704924623
"RJ Reynolds Tobacco Company",0.0717603102021773
"Robert Bosch",0.116976468861461
"Roche Diabetes Care",-0.000928738896103896
"Roche Diagnostics",0.103259966471239
"Roche Innovation Center Copenhagen A/S",-0.00174825454545455
"Roche Molecular Systems",0.0550410334485981
"Rockwell Automation Technologies",0.0403599655394118
"Rockwell Collins",0.0646472941765068
"Rohm and Haas Chemicals",0
"Rohm and Haas Company",0.1990226905199
"Rohm and Haas Electronic Materials",0.0247651725206612
"Roho",0.0211516389108911
"Roll-N-Lock",-0.0219886666666667
"Rolls-Royce North American Technologies",0.00251343866666667
"Rolls-Royce PLC",0.0676410694517081
"ROM",0.101877322062814
"Rosemount Aerospace",0.0266714089794239
"RP Scherer Technologies",-0.0153673758823529
"Ruse Technologies",0.0115523794323144
"S C Johnson & Son",0.109073491052724
"S&S X-Ray Products",0.00585216136363636
"SABIC GLOBAL TECHNOLOGIES BV",0.000926612944983819
"SAE Magnetics (HK)",0.0663882522301136
"Sagacious Investment Group LLC",0.00303030333333333
"SAINT-GOBAIN ABRASIFS",-0.0059854071559633
"Saint-Gobain Adfors Canada",-0.00840335294117647
"Saint-Gobain Ceramics & Plastics",0.008338225382263
"Saint-Gobain Performance Plastics",0.0150283971428571
"Samsung Corning Precision Materials Co",0.0485767293220339
"SAMSUNG DISPLAY CO",0.0758482096556371
"Samsung Electro-Mechanics Co",0.08158760618226
"Samsung Electronics",0.01510988
"Samsung Electronics Co",0.0853410675539653
"Samsung SDI Co",0.0708226012817355
"Sandia",0.0796137450895685
"SanDisk 3D",0.0174170695915916
"SanDisk Technologies",0.0198091960996329
"Sangamo BioSciences",0.0112178128176101
"Sanken Electric Co",0.133097794137291
"Sanofi",0.177929356289538
"Santoku",0.025899815525
"Sanuvox Technologies",0.0189511446153846
"Sanyo Electric Co",0.114568433464166
"Sarepta Therapeutics",-0.00895254933333333
"SB ENERGY",0
"SC Johnson & Son",-0.0054166245380531
"Schlumberger Technology",0.0510480847928744
"Schneider Electric Solar Inverters USA",0.015878375
"Schneider Electric USA",0.0806598490575916
"SCHOTTKY LSI",-0.25
"Scientific Design Company",0.0252020387356322
"SD Technologies",-0.0141182716470588
"SDCmaterials",-0.0196835845714286
"SEaB Energy Holdings",0.005643
"Seagate Technology",0.0337653042270041
"SEEK THERMAL",0
"Seetron",0.02965932
"Seiko Epson",0.0774719901559099
"Seiko Instruments",0.106082924585635
"SEIKO NPC",0.0922772231428571
"Selas Heat Technology Company",0
"Selecta Biosciences",0.119483727777778
"Selkermetrics",0
"SELMAN AND ASSOCIATES",0.00232433517241379
"Semiconductor Components Industries LLC",0.0465258372920825
"Semiconductor Energy Laboratory Co",0.0169684083306252
"Semiconductor Manufacturing (Shanghai)",0.0451484656866734
"Semics",0.04407895
"Semileds Optoelectronics Co",0.0982198101388889
"Semprius",0.0438032230769231
"Senaya",0.0538462
"Senga Advisors",-0.006314998
"Sensor Electronic Technology",0.0488946892405063
"Sensor-Kinesis",0
"SeQual Technologies",-0.093966564
"Sequenom",0.0127253689344262
"ServiceNow",-0.000542005333333333
"Sharp Kabushiki Kaisha",0.116049108367896
"Sharp Laboratories of America",0.0674322842507342
"Shell Oil Company",0.160975078472802
"Shenzhen China Star Optoelectronics Technology Co",0.0636396137770898
"Shimadzu",0.106743075688801
"Shin-Etsu Chemical Co",0.134398425314702
"Shoals Technologies Group",0.00614153333333333
"SHOW ME ENERGY",0
"Shubin",-0.0177777666666667
"Sick AG",0.0778659599082569
"SICPA Holding SA",0.0427875732374101
"Siemens",0.151104821870968
"Siemens Aktiengesellschaft",0.152289882504814
"Siemens Energy",0.00688202834307992
"Siemens Industry",0.0286884625679389
"Siemens Medical Solutions USA",0.0884391494497945
"Sienna Biopharmaceuticals",-0.0030525
"Sienna Labs",-0.02860235
"Sierra Sciences",0.151515305833333
"Sigma-Aldrich Co",0.00879240543298969
"Sigmatel",0.0626531570349345
"SII Semiconductor",0.0327923970588235
"Sila Nanotechnologies",0
"Silicon Genesis",0.029791065020979
"Silicon Space Technology Corp",0.00123906636363636
"Silicon Storage Technology",0.0253045004441558
"Siliconware Precision Industries Co",0.035254818967803
"Silicor Materials",-0.05641205
"Siluria Technologies",0.00865071814814815
"Sima Therapeutics",0.019065486
"Simbol",-0.031110245
"Simple Approach Systems",0
"Sinewatts",0
"Singular Bio",-0.00784314
"Singulex",-0.001510885
"Sinton Consulting",0.0403774333333333
"Sion Power",-0.00254533590163934
"Sirnaomics",0
"SixPoint Materials",0.0999475807692308
"SK Hynix",0.0747451141294766
"SK Telecom Co",0.0829721343300781
"Smart Planet Technologies",0
"Smith &#x26; Nephew",-0.00227562075185578
"SNS NANO FIBER TECHNOLOGY",0
"SOL-ELECTRICA",0
"Sola USA",0.140260918333333
"SolaBlock",0
"SolAero Technologies Corp",0.0435790404347826
"Solaire Generation",-0.00156494666666667
"Solan",0.0183730104166667
"Solar Junction",-0.000966857619047619
"Solar Tectic",0.04652775
"SolarCity",0.0266227314563107
"Solaris Holdings Limited",0.0555556666666667
"SolarLego",0.01041665
"Solarmer Energy",0.0294895142857143
"SolarReserve Technology",0
"SOLARTONIC",0
"SolarWorld Americas",0
"SOLAZYME",0.0090704619047619
"SOLENA FUELS",0
"Solexel",0.0533138308823529
"Solight Solar",0
"Soliton Lasers",0
"Solutia",0.0220120700534759
"Solvay Specialty Polymers USA",0.001998236
"SonoGene LLC",-0.000296296333333333
"Sony",0.113260491077442
"Sony Interactive Entertainment",0.0099348979512987
"Sophoro Biotechnologies",0
"Soraa",-0.0159849057720588
"Soraa Laser Diode",0.0178071698611111
"Southwest Research Institute",0.085299198455568
"SPC",0.00147224117647059
"SPICE SOLAR",0.0344828
"SRG Global",-0.0361888625
"St Jude Medical",0.0109371835021186
"St Microelectronics",0.0767526875
"Stablcor Technology",-0.038621225
"STANDARD ALCOHOL COMPANY OF AMERICA",0.00304390333333333
"Stanley Electric Co",0.154784661149437
"Star Technology and Research",-0.005827425
"Starlight Energy Holdings",0
"Starsource Scientific",0
"STATS ChipPAC",0.024341993889825
"STMicroelectronics Limited",0.0278870697346939
"STMicroelectronics SA",0.0577355547302362
"Stora Enso Oyj",0.0472503862962963
"Stratasys",-0.0130381452957746
"Strategic Solar Energy",0.00641025
"Suganit Systems",0.160426701666667
"Sumco",0.0896969150263158
"Sumitomo Electric Device Innovations",0.0789537054794521
"Sumitomo Electric Industries",0.131781579581897
"Sumitomo Rubber Industries",0.0990371478674084
"SUMITOMO WIRING SYSTEMS",0.0745994581806283
"Sun Chemical",0.177503890438144
"Sun Drilling Products",0.0782184416666667
"Sun Synchrony",0
"Suncore Photovoltaics",-0.00152165944444444
"SunCulture Solar",0.5
"Sundrop Fuels",-0.00619658285714286
"SunEdison",-0.004244125
"SunEdison Semiconductor Limited",0.0387889797435897
"Sungevity",-0.01960785
"Sunlight Photonics",0.0124799345454545
"SunLink",0.02234696625
"SunPower",0.0288426238046272
"SunRun",0
"Sunrun South",0.00322061111111111
"SUNSALUTER",0
"Supremex",-0.052209
"Surebeam",0.0348530103658537
"Sustainable Technologies",-0.00640037333333333
"Swagelok Company",0.00798085595588235
"Sweetwater Energy",-0.00611695333333333
"Swift Engineering",-0.0555555
"Symantec",0.14248801790333
"Synaptic Research",0.181721083333333
"Syngenta Participations AG",0.107861969760041
"Synopsys",0.0644963337748344
"Synthetic Genomics",0.0269810734146341
"Synthezyme",-0.00793651428571429
"SYNTHOMER USA",0
"Sysmex",0.0788092301751678
"System Biosciences",0.02941175
"Taiwan Semiconductor Manufacturing Company",0.073018996478485
"Taiyo Ink Mfg Co",0.172846066825397
"Takara Bio",0.0772960252195122
"Takeda Pharmaceutical Company Limited",0.109293886181009
"Tamura",0.0976930075581395
"Tanaka Kikinzoku Kogyo KK",0.127457673027027
"Tarveda Therapeutics",0
"Tata Consultancy Services Limited",0.0486515158899676
"Tau Therapeutics",0
"Taxon Biosciences",-0.0425909333333333
"TDK",0.114937081369101
"Teal Sales",0.0116279
"TECHNOLOGY RESEARCH",0.1002099312
"TECNIUM",0
"Tekkware",0
"TEKNOR APEX COMPANY",0.0248145031578947
"Tela Innovations",-0.00646248429292929
"Teledyne Scientific & Imaging",0.0348586396323529
"Tensor",0.0713164595348837
"Teradata US",0.0572642085330189
"Terra Caloric",0
"TerraVia Holdings",-0.00261379285714286
"Tersus Environmental",0
"Tesla Nanocoatings",0
"Tessera",0.0114138024281843
"Tessera Advanced Technologies",0
"TetraSun",0.0808080909090909
"Texas Instruments",0.132572959048511
"Texas Instruments Deutschland",0.101818694653465
"Texas Research",0.00791226034482759
"The Babcock & Wilcox Company",0.242442266411181
"THE BOARD INSTITUTE",0.413113697674419
"The Boeing Company",0.0780842817999691
"The Carbon Cable Company",0.0714286
"The Charles Stark Draper Laboratory",0.118651487640449
"The Eastern Co",0.0278305189473684
"The Gates",0.0129735646454768
"The Goodyear Tire & Rubber Company",0.209272190503827
"The Henry M Jackson Foundation for the Advancement of Military Medicine",0.126701798009901
"The Iams Company",0.0506812701587302
"The Jackson Laboratory",0.154435794318182
"The Paymaster",0.232860633333333
"The Procter & Gamble Company",0.0736791187893682
"The Samuel Roberts Noble Foundation",0.227425096530612
"THE SWEET LIVING GROUP",-0.00553405
"TheGreenCell",-0.0404762
"THEM",0.0525067478461538
"Theraclone Sciences",0.062554554
"Therapeutic Proteins",-0.004434244
"Thermo Finnigan",0.0412252043065693
"Thermo Fisher Scientific",0.0602403474468085
"Thermorefinery Technologies",0
"Thermoretinary Technologies",0
"Thoratec",-0.00794511956862745
"Thorlabs",-0.00448274357142857
"Thorlabs Quantum Electronics",-0.02463765
"Thorn Bioscience",-0.0218216
"THYSSENKRUPP INDUSTRIAL SOLUTIONS",0.0408163265306122
"Ticona",0.0350952498859316
"Tigo Energy",-0.0486873233962264
"TIME WARNER CABLE ENTERPRISES",0.0546828660375723
"TMC",0.222677959401993
"Toda Kogyo",0.141258386639004
"Tokyo Electron Limited",0.0727188698428594
"Tokyo Ohka Kogyo Co",0.0450654933599089
"TOMOWAVE LABORATORIES",0
"Toray Industries",0.199447210526849
"Toray Plastics (America)",0.0048663914893617
"Toshiba America Electronic Components",0.0842763450793651
"Toshiba Tec Kabushiki Kaisha",0.0825664504933514
"Tosoh",0.162447927839586
"Total Marketing Services",-0.0231805277777778
"Toyota Jidosha Kabushiki Kaisha",0.102302821253167
"Toyota Motor Engineering & Manufacturing North America",0.00831082336740331
"TP Solar",-0.02369570125
"Traex",0.154012608695652
"TRANE",0.00373362400966184
"Transilwrap Company",0.0629192572727273
"Transitions Optical",-0.0423268073636364
"Transposagen Biopharmaceuticals",0.1868686875
"Transtron Solutions",0.5
"Travis Industries",-0.00911647
"TRI ALPHA ENERGY",0
"TRIDONIC & CO KG",0.0560064939393939
"Triple Ring Technologies",0.0410072728571429
"TRITON MICROTECHNOLOGIES",0
"Triune IP",0.22186724
"Truckee Applied Genomics",-0.555555666666667
"True-Safe Technologies",0.025925925
"TT Technologies",0.0276248164130435
"Tufts Medical Center",0.0405473326666667
"Turf Group",0
"Turtle Beach",-0.0013238624137931
"Twitter",0.138342970740741
"Two Blades Foundation",0.333333333333333
"Tyco Electronics",0.023892227431807
"Tyco Electronics UK",0.0238742432142857
"U S MICROPOWER",-0.0102041
"Ube Industries",0.203966843838328
"UCB Pharma SA",0.0939348321730769
"UChicago Argonne",0.0376611101259446
"Uni-Charm",0.028399543759387
"Unifrax I",-0.00812059071428571
"UNISANTIS ELECTRONICS SINGAPORE PTE",0.0306272211764706
"Uniseal Solutions",0
"Unistrut Corp",0.1772454
"United Microelectronics Corp",0.0765074513456679
"United Technologies",0.162426737152787
"Unity Semiconductor",0.0391255198728814
"Universal Display",2.35986528497412e-06
"Universal Leaf Tobacco Co",0.0247169385714286
"UOP",0.155141354960784
"US NUTRACEUTICALS",0.0321782217391304
"US Smokeless Tobacco Company",0.00106433937209302
"UT-Battelle",0.0337978687827828
"UTC FIRE & SECURITY",0.0202443167241379
"UVIC INDUSTRY PARTNERSHIPS",0.097961745
"UWM Research Foundation",0.0857561316326531
"V35A Enterprises",0.00515465
"Vadient Optics",0.0351851888888889
"Valicor",0.0540188625
"VALTED",0
"Varian Semiconductor Equipment Associates",0.0463037014263566
"Vascular BioSciences",0.01535536
"Vaxiion Therapeutics",-0.00205250166666667
"VEECO PRECISION SURFACE PROCESSING",0
"Ventana Medical Systems",0.000296351034883721
"Veracode",0.0358200071428571
"Veracyte",-0.0013368975
"VERILY LIFE SCIENCES",0.00720081973684211
"VERLASE TECHNOLOGIES",0.293868285714286
"Verliant Energy",0
"VIASAT",0.0281156432810591
"VINDICO NANOBIO TECHNOLOGY",-0.142857
"Vindico NanoBioTechnology",0
"VINYLAST",-0.0008990125
"VIOLIN MEMORY",0.0632083236964286
"Virent",0.024592951744186
"VivaLnk Limited (Cayman Islands)",0
"Vizio",0.0765221482758621
"VMware",0.0790296243395205
"Volterra Semiconductor",0.03299482675
"Vorbeck Materials",0.106126692307692
"Voxtel",0.0222821958333333
"W&Wsens Devices",0
"WADHAM ENERGY LP",0
"WAFERTECH",0.001089616
"Warsaw Orthopedic",0.00589788129003783
"Waters Technologies",0.0236315472623574
"Watlow Electric Manufacturing Company",0.0513508825409836
"Wave Energy Conversion of America",-0.0322581
"WCA Group",0
"Weatherford Canada Partnership",0.0533620533333333
"WELL Shield",-0.0833335
"Wenger",0.233964853170732
"Wentworth Laboratories",0.0628110041666667
"Western Digital (Fremont)",-0.0750951804985337
"Western Digital Technologies",0.0171357245598136
"WestPoint Home",0
"WHATSAPP",0.0876612366666667
"Wikipad",0.00159864333333333
"Winbond Electronics Corp",0.0788520386511628
"Winecom",0.0973415174074074
"Wireless Environment",0.0943085324
"WiSys Technology Foundation",0.109081002142857
"Wizard Labs",0
"Wostec",-0.0568259384615385
"WOVN",0
"Wyatt Technology",0.0550322185185185
"X DEVELOPMENT",0.00036695078125
"Xenogenic Development Limited Liability Company",0
"Xerox",0.120082792676028
"Xintec",0.0625724253020134
"Xyleco",0.00643589670930233
"Yageo",0.0588608119230769
"Yamaha",0.0845039003629118
"Yeda Research and Development Co",0.226457796030269
"Yissum",1
"ZENA TECHNOLOGIES",-0.0140001746341463
"Zeno Semiconductor",-0.0733399792207792
"Zephyr Energy Systems",0
"ZIH Corp",0.00284902976824034
"Ziptronix",0.0125278189636364
"Zoetis Services",0.00244685396825397
"ZON",-0.0267857
"Zygo",0.0758478577891492
"Zyvex Labs",0.00121046866666667
