"count.p.id.","lookup_firm","firm","lookup_firm_web","hit_url","nano","green","synbio","count_all_ind","max_emps","size_state","sme","about_gen.count","about_exact.count","default_to_home","patent_pattern","rd_pattern","product_pattern","trial_pattern","demo_pattern","manufacturing_pattern","venture_pattern","investment_pattern","university_pattern","partnership_pattern","greenness_pattern","customization_pattern","awards_pattern","membership_pattern","customer_pattern","rd_per_page","mean_i2017y","mean_cd2017y","year.min.p..date..."
100,"Dialight","Dialight Corporation","Dialight","dialight.com/",1,0,0,1,1139,"FirmSize.LARGE_FIRM",0,6,1,0,0,2,4,36,10,14,1,2,0,10,12,9,17,1,8,2,19.1578947368421,0.0629401729473684,1990
130,"Dialogic","Dialogic Corporation","Dialogic","dialogic.com/",1,0,0,1,893,"FirmSize.LARGE_FIRM",0,27,4,0,2,28,78,12,28,50,9,23,8,36,3,52,30,24,38,7,12.8153846153846,0.0974092954615385,1978
79,"Diamond Innovations","Diamond Innovations","Diamond Innovations","hyperionmt.com/",1,0,0,1,2000,"FirmSize.LARGE_FIRM",0,2,1,0,0,5,2,0,0,7,0,3,0,4,1,6,0,0,5,5,5.12987012987013,0.0379784977922078,2004
587,"DIC","DIC Corporation","DIC","dictionary.com/",1,0,0,1,20628,"FirmSize.LARGE_FIRM",0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,13.9124343257443,0.0812111266725044,1977
30,"DiscoveRx","DiscoveRx Corporation","DiscoveRx","discoverx.com/home",0,0,1,1,138,"FirmSize.EU_MEDIUM_FIRM",1,7,1,0,0,35,4,6,13,3,4,1,0,15,0,11,0,3,9,35,1.6,0.143183264,1987
3,"DISCOVERYBIOMED","DISCOVERYBIOMED INC.","DISCOVERYBIOMED","discoverybiomed.com/",0,0,1,1,5,"FirmSize.MICRO_FIRM",1,2,1,0,0,27,4,3,4,6,0,7,13,5,0,4,2,3,3,27,0,0,2015
1266,"Disney Enterprises","Disney Enterprises","Disney Enterprises","thewaltdisneycompany.com/",1,0,0,1,133000,"FirmSize.LARGE_FIRM",0,3,2,0,0,21,55,8,12,34,18,52,27,32,5,2,14,30,35,10.5,3.5479797979798,0.0495764854678451,1998
16,"DNA Twopointo","DNA Twopointo","DNA Twopointo","atum.bio/",0,0,1,1,33,"FirmSize.SMALL_FIRM",1,14,3,0,23,94,50,12,83,135,3,7,21,50,3,133,23,6,123,31.3333333333333,1.75,-0.05790213125,2009
941,"Dolby Laboratories Licensing","Dolby Laboratories Licensing Corporation","Dolby Laboratories Licensing","dolby.com/us/en/professional/licensing.html",1,0,0,1,2151,"FirmSize.LARGE_FIRM",0,20,2,0,2,27,47,15,19,42,5,20,26,43,3,14,14,12,30,13.5,9.54065934065934,0.0459999199120879,1981
1,"Domtar Paper Company","Domtar Paper Company","Domtar Paper Company","domtar.com/en",1,0,0,1,61,"FirmSize.EU_MEDIUM_FIRM",1,17,5,0,0,5,32,3,4,50,5,11,0,8,22,16,29,3,23,1,0,0,2016
915,"Dow AgroSciences","Dow AgroSciences LLC","Dow AgroSciences","dowagro.com/en-us/",0,1,1,2,15,"FirmSize.SMALL_FIRM",1,3,1,0,0,4,6,1,1,6,1,2,0,1,4,1,1,0,2,4,3.1829134720701,0.0350799689704272,1998
2475,"Dow Global Technologies","Dow Global Technologies Inc.","Dow Global Technologies","dow.com/en-us",1,1,1,3,46200,"FirmSize.LARGE_FIRM",0,2,1,1,0,0,1,6,1,4,0,4,0,7,9,1,3,0,8,0,3.76372509150061,0.0145613233310289,2002
201,"Dr Reddy's Laboratories","Dr. Reddy's Laboratories Ltd.","Dr Reddy's Laboratories","drreddys.com/",1,0,0,1,14705,"FirmSize.LARGE_FIRM",0,8,1,0,0,14,7,0,2,4,1,5,0,22,3,3,0,1,3,14,0.64,0.02867839895,2003
286,"Dresser-Rand Company","Dresser-Rand Company","Dresser-Rand Company","dresser-rand.com/",0,1,0,1,4597,"FirmSize.LARGE_FIRM",0,12,2,0,0,8,10,3,4,30,1,2,11,10,1,4,8,2,14,4,6.38245614035088,0.0561071578140351,1988
107,"DSP Group","DSP Group LTD.","DSP Group","dspg.com/",1,0,0,1,783,"FirmSize.LARGE_FIRM",0,7,2,0,2,15,6,3,2,21,0,10,1,21,0,17,4,8,22,7.5,12.411214953271,0.053433924953271,1989
66,"DuPont Teijin Films US Limited Partnership","DuPont Teijin Films U.S. Limited Partnership","DuPont Teijin Films US Limited Partnership","usa.dupontteijinfilms.com/",1,0,0,1,213,"FirmSize.EU_MEDIUM_FIRM",1,6,3,0,0,5,7,4,3,13,0,0,0,9,2,12,1,0,12,1.66666666666667,2.48484848484848,0.0108596190909091,2001
49,"Dymax","Dymax Corporation","Dymax","dymax.com/",0,0,1,1,191,"FirmSize.EU_MEDIUM_FIRM",1,1,1,0,0,1,2,2,2,19,0,0,0,0,0,4,0,2,2,1,14.5102040816327,0.0579610412244898,1978
4,"Dynamic Solutions Worldwide","Dynamic Solutions Worldwide","Dynamic Solutions Worldwide","dynatrap.com/",0,1,0,1,23,"FirmSize.SMALL_FIRM",1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2014
323,"E Ink","E Ink Corporation","E Ink","eink.com/",1,0,0,1,516,"FirmSize.LARGE_FIRM",0,4,1,0,1,26,14,0,1,18,5,14,2,14,11,0,9,3,2,26,96.5638629283489,-0.0162216704579439,1978
3,"Easel Biotechnologies","Easel Biotechnologies","Easel Biotechnologies","easelbio.com/",0,0,1,1,311,"FirmSize.US_MEDIUM_FIRM",1,2,1,0,2,4,1,2,0,13,0,0,4,0,6,0,8,0,0,4,0.333333333333333,-0.0062893,2015
1678,"Eastman Chemical Company","Eastman Chemical Company","Eastman Chemical Company","eastman.com/Pages/Home.aspx",1,1,1,3,14000,"FirmSize.LARGE_FIRM",0,45,5,0,0,17,27,16,22,66,19,16,15,40,39,17,59,23,21,3.4,10.4455147501505,0.03474467125587,1992
21414,"Eastman Kodak Company","Eastman Kodak Company","Eastman Kodak Company","kodak.com/us/en/corp/default.htm",1,0,1,2,13100,"FirmSize.LARGE_FIRM",0,16,3,0,0,13,25,11,8,25,0,6,7,35,10,10,17,3,24,4.33333333333333,13.7872209318861,0.117103605597384,1976
5868,"Eaton","Eaton Corporation","Eaton","eaton.com/us/en-us.html",1,1,0,2,96000,"FirmSize.LARGE_FIRM",0,22,3,0,2,6,44,17,21,50,3,27,1,96,32,39,7,3,35,2,11.7254207263065,0.135197903107174,1976
24,"Echogen Power Systems","Echogen Power Systems","Echogen Power Systems","echogen.com/",0,1,0,1,20,"FirmSize.SMALL_FIRM",1,11,4,0,1,7,8,8,9,17,4,4,6,22,5,7,1,2,8,1.75,7.125,-0.008557883,2011
679,"EchoStar Technologies","EchoStar Technologies LLC","EchoStar Technologies","echostar.com/",0,1,0,1,2050,"FirmSize.LARGE_FIRM",0,7,3,0,1,3,2,1,0,8,1,3,10,4,0,3,1,3,4,1,3.02147239263804,0.0255483216472393,2006
1474,"Ecolab","Ecolab Inc.","Ecolab","ecolab.com/",1,0,0,1,48400,"FirmSize.LARGE_FIRM",0,25,13,0,4,10,12,10,6,76,4,6,1,22,32,60,4,2,57,0.769230769230769,11.1826024442847,0.00440141519482387,1987
13,"ECOSYNTHETIX","ECOSYNTHETIX LTD.","ECOSYNTHETIX","ecosynthetix.com/",1,0,0,1,30,"FirmSize.SMALL_FIRM",1,3,1,0,0,0,0,1,1,10,0,1,0,2,40,4,6,1,5,0,7.30769230769231,0.1677249,2001
8,"Ecovative Design","Ecovative Design","Ecovative Design","ecovativedesign.com/",0,0,1,1,70,"FirmSize.EU_MEDIUM_FIRM",1,3,1,0,0,58,4,11,6,49,9,3,33,3,6,0,7,9,0,58,0.375,0.0078125,2011
24,"Egenera","Egenera","Egenera","egenera.com/",1,0,0,1,174,"FirmSize.EU_MEDIUM_FIRM",1,12,1,0,1,5,49,2,3,18,1,4,8,50,2,19,5,5,26,5,9.125,0.10140068125,2005
659,"Eisai Co","Eisai Co.","Eisai Co","eisai.com/index.html",0,1,0,1,10438,"FirmSize.LARGE_FIRM",0,17,10,0,1,58,50,9,4,41,8,18,8,24,14,4,9,18,7,5.8,7.58510638297872,0.300287215668693,1976
25,"ElectraTherm","ElectraTherm","ElectraTherm","electratherm.com/",0,1,0,1,24,"FirmSize.SMALL_FIRM",1,8,2,0,2,10,6,12,11,33,0,2,3,13,10,7,2,2,7,5,6.92,0.45286502,1976
17,"Electrix","Electrix","Electrix","electrixillumination.com/",0,1,0,1,40100,"FirmSize.LARGE_FIRM",0,30,5,0,3,6,19,12,7,39,0,1,4,9,0,17,21,2,9,1.2,2.57142857142857,0.00879629857142857,1986
19,"Electronic Warfare Associates","Electronic Warfare Associates","Electronic Warfare Associates","ewa.com/",1,0,0,1,353,"FirmSize.US_MEDIUM_FIRM",1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,5,0,15.9473684210526,0.0320065173684211,1988
10,"Electrovaya","Electrovaya Inc.","Electrovaya","electrovaya.com/",1,0,0,1,37,"FirmSize.SMALL_FIRM",1,4,1,1,1,21,15,0,5,27,0,5,23,3,13,10,5,9,9,21,18,0.051157773,1979
3,"Element One","Element One","Element One","elementonescreens.com/",1,0,0,1,16,"FirmSize.SMALL_FIRM",1,4,1,0,1,4,3,5,6,9,0,3,1,1,0,4,7,0,1,4,0.333333333333333,0.00411523333333333,2013
10,"Elenion Technologies","Elenion Technologies","Elenion Technologies","elenion.com/",1,0,0,1,55,"FirmSize.EU_MEDIUM_FIRM",1,3,1,0,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0.2,0,2017
676,"Elwha","Elwha LLC","Elwha","elwha.org/",1,0,0,1,108,"FirmSize.EU_MEDIUM_FIRM",1,19,10,0,0,2,7,6,7,19,1,27,1,4,1,1,5,13,0,0.2,0.973372781065089,0.00120943775,2013
8,"Em-Tech","Em-Tech LLC","Em-Tech","em-techinc.com/",0,1,1,2,10,"FirmSize.SMALL_FIRM",1,2,1,0,0,1,4,5,5,6,0,0,0,2,0,1,0,0,0,1,4.25,-0.00915634125,2002
5181,"EMC","EMC Corporation","EMC","emcins.com/",1,0,1,2,72000,"FirmSize.LARGE_FIRM",0,12,3,0,0,4,3,7,6,7,0,9,1,13,4,1,9,11,4,1.33333333333333,15.9019798136646,0.0983113945494953,1976
135,"EMD Technologies","EMD Technologies Inc.","EMD Technologies","emd-technologies.com/",0,1,0,1,2912,"FirmSize.LARGE_FIRM",0,2,1,0,4,0,0,1,1,11,0,0,0,1,0,5,0,0,4,0,29.9179104477612,0.0576937023134328,1987
1396,"Empire Technology Development","Empire Technology Development LLC","Empire Technology Development","empirelabauto.com/index.html",1,1,1,3,3,"FirmSize.MICRO_FIRM",1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0.825089605734767,0.0367253842551971,2010
11,"Energysolutions","Energysolutions","Energysolutions","energysolutions.com/",1,0,0,1,2500,"FirmSize.LARGE_FIRM",0,3,1,0,0,1,0,0,1,19,0,0,0,0,0,5,0,0,6,1,0.727272727272727,-0.0486420818181818,2010
5,"Enginuity Worldwide","Enginuity Worldwide","Enginuity Worldwide","enginuityww.webstarts.com/",0,1,0,1,4,"FirmSize.MICRO_FIRM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.0138889,2014
2,"Englewood Lab","Englewood Lab","Englewood Lab","englewoodlab.com/",1,0,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,4,2,0,0,12,5,1,1,18,1,1,0,4,0,10,1,0,13,6,0.5,0,2016
233,"ENI SpA","ENI S.p.A.","ENI SpA","eni.com/en_IT/home.page",1,1,0,2,18785,"FirmSize.LARGE_FIRM",0,63,14,0,1,140,144,35,28,184,14,88,16,141,235,5,25,50,9,10,2.41630901287554,0.0480175296995708,2000
3,"eNow","eNow","eNow","enowenergy.com/",0,1,0,1,12,"FirmSize.SMALL_FIRM",1,4,1,0,1,10,7,2,2,17,0,19,19,6,11,4,4,10,3,10,10,0.0158046,1991
25,"Ensyn Renewables","Ensyn Renewables","Ensyn Renewables","ensyn.com/",0,1,0,1,33,"FirmSize.SMALL_FIRM",1,3,1,0,0,7,3,5,5,23,0,3,1,12,14,0,0,1,1,7,5.36,-0.0624689364,2005
4,"Entech Solar","Entech Solar","Entech Solar","entechsolutions.us/",0,1,0,1,18,"FirmSize.SMALL_FIRM",1,4,1,0,0,8,2,1,0,4,4,3,3,5,10,2,0,0,9,8,0.25,-0.010869575,2015
380,"Entegris","Entegris","Entegris","entegris.com/",1,0,0,1,3500,"FirmSize.LARGE_FIRM",0,22,7,0,5,26,39,21,23,143,11,22,0,43,4,32,12,9,27,3.71428571428571,4.69553072625698,0.00585295641340782,2001
3,"Envision Solar","Envision Solar International","Envision Solar","envisionsolar.com/",0,1,0,1,28,"FirmSize.SMALL_FIRM",1,2,1,0,2,1,4,0,0,9,1,14,2,1,3,0,4,4,0,1,2.66666666666667,0.0588236666666667,2010
18,"Envisionit","Envisionit LLC","Envisionit","envisionit.com/",1,0,0,1,58,"FirmSize.EU_MEDIUM_FIRM",1,8,3,0,0,14,6,5,13,11,0,1,3,23,0,12,10,1,14,4.66666666666667,3.46666666666667,-0.000219235466666667,2010
611,"EPCOS AG","EPCOS AG","EPCOS AG","en.tdk-electronics.tdk.com/",1,0,0,1,23610,"FirmSize.LARGE_FIRM",0,27,1,0,0,6,39,23,18,43,4,2,0,72,7,20,29,9,87,6,3.85737704918033,0.0399189449672131,2000
62,"Epizyme","Epizyme","Epizyme","epizyme.com/",0,0,1,1,149,"FirmSize.EU_MEDIUM_FIRM",1,5,1,0,0,39,11,6,2,6,7,14,33,39,2,0,4,7,2,39,5.14516129032258,-0.0687161214516129,2013
10,"ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS","escapetherapeutics.com/",0,0,1,1,15,"FirmSize.SMALL_FIRM",1,4,2,0,0,7,0,0,0,1,2,2,7,0,0,0,0,0,0,3.5,0.3,0.00833333,2014
15,"Esolar","Esolar","Esolar","esolar.solar/",0,1,0,1,59100,"FirmSize.LARGE_FIRM",0,2,1,0,0,0,1,1,1,2,0,0,0,0,4,3,0,1,5,0,2.4,0.0219867566666667,2011
2105,"Ethicon Endo-Surgery","Ethicon Endo-Surgery","Ethicon Endo-Surgery","ethicon.com/",0,0,1,1,5386,"FirmSize.LARGE_FIRM",0,2,1,1,0,5,5,0,2,0,3,2,1,0,1,1,1,1,1,5,128.676702862784,-0.0354622328713722,1994
30,"Ethox Chemicals","Ethox Chemicals","Ethox Chemicals","blog.ethox.com/",1,0,0,1,73,"FirmSize.EU_MEDIUM_FIRM",1,1,1,0,0,1,1,0,0,2,0,1,0,0,0,4,0,0,2,1,6.1,0.044441841,2000
46,"Evernote","Evernote Corporation","Evernote","evernote.com/",1,0,0,1,488,"FirmSize.US_MEDIUM_FIRM",1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,5,1,0,2.5,0.0401474360526316,1989
188,"Everspin Technologies","Everspin Technologies","Everspin Technologies","everspin.com/",1,1,0,2,121,"FirmSize.EU_MEDIUM_FIRM",1,3,1,0,1,1,8,4,2,15,0,3,0,9,0,0,0,1,0,1,2.97311827956989,0.0368568431182796,2008
94,"Evoqua Water Technologies","Evoqua Water Technologies LLC","Evoqua Water Technologies","evoqua.com/",1,0,0,1,2759,"FirmSize.LARGE_FIRM",0,10,1,0,0,1,43,5,3,5,0,0,0,8,1,10,2,7,11,1,0.735632183908046,-0.00311990208045977,2014
16,"Evri","Evri","Evri","everi.com/",0,1,0,1,1000,"FirmSize.LARGE_FIRM",0,4,2,0,1,0,0,0,0,1,0,2,0,5,0,2,0,2,2,0,19,-0.00213555775,2004
4,"EXOS","EXOS LLC","EXOS","teamexos.com/",1,0,0,1,2776,"FirmSize.LARGE_FIRM",0,6,2,0,0,3,4,3,3,4,1,4,1,5,0,0,2,10,14,1.5,0.25,-0.0008143325,2015
41,"Express Imaging Systems","Express Imaging Systems","Express Imaging Systems","eiscallcenter.com/",0,1,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,2,1,1,0,1,10,1,1,10,0,2,0,10,0,2,0,2,14,1,5.44736842105263,0.0159813652631579,2012
800,"ExxonMobil Upstream Research Company","ExxonMobil Upstream Research Company","ExxonMobil Upstream Research Company","corporate.exxonmobil.com/",1,0,0,1,62362,"FirmSize.LARGE_FIRM",0,106,4,0,3,120,134,46,80,271,16,103,39,101,46,24,17,18,31,30,7.86574654956085,0.00997214931493099,2000
1208,"Fairchild Semiconductor","Fairchild Semiconductor Corporation","Fairchild Semiconductor","onsemi.com/",0,1,0,1,7690,"FirmSize.LARGE_FIRM",0,7,1,0,1,1,5,7,6,11,2,3,0,84,1,17,13,1,15,1,12.7352697095436,0.044628972526971,1986
10,"FastCAP Systems","FastCAP Systems Corporation","FastCAP Systems","nanoramic.com/",1,0,0,1,20,"FirmSize.SMALL_FIRM",1,10,1,0,7,10,4,4,2,16,3,7,10,1,0,0,8,7,0,10,1.3,0.003465112,2014
62,"Faurecia Interior Systems","Faurecia Interior Systems","Faurecia Interior Systems","faurecia.com/en",0,0,1,1,350,"FirmSize.US_MEDIUM_FIRM",1,12,3,0,1,5,13,6,6,19,4,9,13,18,11,5,4,1,5,1.66666666666667,1.66129032258065,-0.00859557258064516,2007
115,"Federal Signal","Federal Signal Corporation","Federal Signal","federalsignal.com/",0,1,0,1,2800,"FirmSize.LARGE_FIRM",0,2,1,0,0,1,3,5,1,6,0,4,0,0,1,3,2,0,3,1,16.2978723404255,0.167573098765957,1977
442,"FEI Company","FEI Company","FEI Company","fei.com/careers/",1,0,1,2,2800,"FirmSize.LARGE_FIRM",0,2,1,0,3,16,9,1,2,16,1,2,2,0,0,1,6,3,1,16,6.06818181818182,0.0189797270227273,1993
136,"Fenwal","Fenwal","Fenwal","kidde-fenwal.com/",1,0,0,1,1448,"FirmSize.LARGE_FIRM",0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.9609375,-0.00242506478125,2003
404,"Ferro","Ferro Corporation","Ferro","ferro.com/",0,1,0,1,143,"FirmSize.EU_MEDIUM_FIRM",1,2,1,0,0,0,1,1,2,3,0,1,0,1,1,7,0,1,8,0,10.895,0.13778382796,1976
32,"Fianium","Fianium Ltd.","Fianium","nktphotonics.com/",0,1,0,1,15,"FirmSize.SMALL_FIRM",1,8,4,0,0,10,9,5,3,19,1,5,8,18,6,8,2,3,8,2.5,1.75,0.0552360890625,2008
602,"Fina Technology","Fina Technology","Fina Technology","finatg.com/",1,0,0,1,2802,"FirmSize.LARGE_FIRM",0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,8.68272425249169,0.0639587297009967,1988
1313,"Finisar","Finisar Corporation","Finisar","finisar.com/",1,0,0,1,13000,"FirmSize.LARGE_FIRM",0,15,2,0,4,17,23,4,11,59,11,13,19,20,9,9,13,5,11,8.5,6.48273215656178,0.0532628926216424,1986
213,"First Solar","First Solar","First Solar","firstsolar.com/",1,1,0,2,6350,"FirmSize.LARGE_FIRM",0,13,1,0,3,15,14,16,16,56,8,25,24,33,17,5,7,19,10,15,4.28571428571429,0.0163442064285714,1999
367,"Flextronics AP","Flextronics AP","Flextronics AP","flex.com/",0,1,0,1,31,"FirmSize.SMALL_FIRM",1,10,3,0,2,7,2,18,11,43,0,11,2,38,21,16,31,1,19,2.33333333333333,3.19154929577465,0.0198317180985915,2006
262,"FLIR Systems","FLIR Systems","FLIR Systems","flir.com/",1,0,0,1,2870,"FirmSize.LARGE_FIRM",0,13,1,0,1,6,24,10,11,19,0,4,1,33,5,13,4,8,17,6,5.41333333333333,0.0444573392444444,1977
11,"Floadia","Floadia Corporation","Floadia","floadia.com/",1,0,0,1,61,"FirmSize.EU_MEDIUM_FIRM",1,3,3,0,1,4,1,2,2,24,1,0,2,2,0,2,4,0,2,1.33333333333333,0,0,2001
18,"FLOW CONTROL","FLOW CONTROL LLC.","FLOW CONTROL","flowcontrol.com/",0,1,0,1,10,"FirmSize.SMALL_FIRM",1,2,1,0,2,2,6,4,2,8,0,0,0,0,1,1,2,0,2,2,0.125,0.001106195,2012
133,"Fluidigm","Fluidigm Corporation","Fluidigm","fluidigm.com/",1,0,0,1,517,"FirmSize.LARGE_FIRM",0,2,1,0,0,38,2,3,30,9,0,5,5,7,0,2,0,1,3,38,23.5538461538462,-0.00648814382307692,2004
11081,"Ford Global Technologies","Ford Global Technologies","Ford Global Technologies","corporate.ford.com/innovation.html",1,1,0,2,482,"FirmSize.US_MEDIUM_FIRM",1,14,2,0,8,27,66,16,20,127,2,26,7,68,36,12,17,19,13,13.5,6.37527383560339,0.019016581420802,1997
31,"Forest Concepts","Forest Concepts","Forest Concepts","forestconcepts.com/",0,1,0,1,34250,"FirmSize.LARGE_FIRM",0,5,3,0,13,7,2,0,0,17,0,1,1,0,0,1,6,0,2,2.33333333333333,2.90322580645161,-0.110947435483871,2002
52,"Foret Plasma Labs","Foret Plasma Labs","Foret Plasma Labs","plasmawhirl.com/",0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2,1,0,4,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,12.0769230769231,-0.0295494892307692,2008
5,"Formula Plastics","Formula Plastics","Formula Plastics","formulaplastics.com/",0,1,0,1,18,"FirmSize.SMALL_FIRM",1,2,2,0,0,0,3,1,1,16,0,1,0,1,0,9,0,0,9,0,1,-0.1299145,2013
56,"FPInnovations","FPInnovations","FPInnovations","fpinnovations.ca/",1,1,0,2,525,"FirmSize.LARGE_FIRM",0,20,5,0,1,67,9,30,15,86,5,4,14,41,24,4,1,37,8,13.4,0.678571428571429,0.0139339203571429,2007
5536,"Freescale Semiconductor","Freescale Semiconductor","Freescale Semiconductor","nxp.com/",1,0,1,2,30100,"FirmSize.LARGE_FIRM",0,14,2,0,0,5,13,8,6,52,5,11,0,25,9,13,12,13,19,2.5,4.51906052393857,0.0424810459022403,2004
23,"FRONT EDGE TECHNOLOGY","FRONT EDGE TECHNOLOGY INC.","FRONT EDGE TECHNOLOGY","frontedgetechnology.com/",1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,17.6086956521739,-0.0231783367391304,2001
4586,"Fuji Electric Co","Fuji Electric Co.","Fuji Electric Co","fujielectric.com/",1,1,0,2,26864,"FirmSize.LARGE_FIRM",0,28,10,0,2,24,95,24,10,118,9,14,0,10,28,12,3,1,14,2.4,5.22756914774005,0.108966487297504,1976
9577,"Fuji Xerox Co","Fuji Xerox Co.","Fuji Xerox Co","fujixerox.com/eng",1,0,0,1,8023,"FirmSize.LARGE_FIRM",0,14,1,0,0,5,19,7,11,27,1,0,0,1,5,32,4,5,33,5,6.47913365029054,0.125148500191442,1976
9514,"FUJIFILM","FUJIFILM Corporation","FUJIFILM","fujifilm.com/",1,1,1,3,78150,"FirmSize.LARGE_FIRM",0,13,7,0,6,42,17,22,10,28,9,18,9,32,24,3,28,3,7,6,1.94975476839237,0.0966955325950954,2006
150,"FUJIFILM Dimatix","FUJIFILM Dimatix","FUJIFILM Dimatix","fujifilmusa.com/products/industrial_inkjet_printheads/index.html",1,0,0,1,413,"FirmSize.US_MEDIUM_FIRM",1,11,5,0,1,20,1,15,5,24,4,4,0,5,15,2,0,0,2,4,2.3013698630137,0.0134464977054795,2007
33876,"Fujitsu Limited","Fujitsu Limited","Fujitsu Limited","fujitsu.com/global/",1,1,0,2,140000,"FirmSize.LARGE_FIRM",0,56,10,0,0,3,1,1,2,3,1,3,1,0,6,0,4,0,0,0.3,10.1135775284911,0.0962859040373285,1976
4,"FULL CIRCLE BIOCHAR","FULL CIRCLE BIOCHAR","FULL CIRCLE BIOCHAR","fullcirclebiochar.com/",0,1,0,1,2,"FirmSize.MICRO_FIRM",1,3,1,0,2,18,5,0,0,14,5,9,12,1,6,2,0,3,0,18,6.25,-0.00249825,2013
2086,"Furukawa Electric Co","Furukawa Electric Co.","Furukawa Electric Co","furukawa.co.jp/en/",1,0,0,1,51925,"FirmSize.LARGE_FIRM",0,18,11,0,1,31,64,20,5,76,2,10,2,21,14,5,0,11,5,2.81818181818182,7.3021686746988,0.138421204240964,1976
1496,"FutureWei Technologies","FutureWei Technologies","FutureWei Technologies","huawei.com/us/",0,1,0,1,301,"FirmSize.US_MEDIUM_FIRM",1,11,3,0,0,13,3,5,5,10,0,11,0,14,7,24,0,20,28,4.33333333333333,1.45649263721553,0.111672479690094,2000
5,"fybr","fybr","fybr","fybr.com/",0,1,0,1,23,"FirmSize.SMALL_FIRM",1,2,1,0,2,4,1,4,3,7,0,1,0,2,3,2,1,1,4,4,0.4,-0.2,2014
41,"GDO","G.D.O. Inc","GDO","golfdigest.co.jp/",0,0,1,1,45,"FirmSize.SMALL_FIRM",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39024390243902,0.102378464634146,1983
10,"Galectin Therapeutics","Galectin Therapeutics","Galectin Therapeutics","galectintherapeutics.com/",0,0,1,1,54,"FirmSize.EU_MEDIUM_FIRM",1,7,1,0,2,37,3,17,12,6,7,20,33,5,0,0,4,17,2,37,1.5,-0.04215373,2012
9,"GangaGen","GangaGen","GangaGen","gangagen.com/",0,0,1,1,57,"FirmSize.EU_MEDIUM_FIRM",1,3,1,0,6,41,0,4,5,10,0,3,21,1,0,0,1,2,0,41,2.33333333333333,0.00198465888888889,2005
2,"Gardner-Gibson","Gardner-Gibson","Gardner-Gibson","gardner-gibson.com/",0,0,1,1,89,"FirmSize.EU_MEDIUM_FIRM",1,2,1,0,1,2,2,0,2,5,0,2,0,2,0,6,0,0,7,2,0,0,2016
29,"Garland Industries","Garland Industries","Garland Industries","garlandco.com/",0,1,0,1,25,"FirmSize.SMALL_FIRM",1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.84615384615385,0.0333369042307692,1990
187,"Gas Technology Institute","Gas Technology Institute","Gas Technology Institute","gastechnology.org/",0,1,0,1,2900,"FirmSize.LARGE_FIRM",0,11,3,0,1,106,10,65,54,43,9,9,1,23,27,11,1,35,21,35.3333333333333,5.89304812834225,-0.00864770486631016,2002
7,"GCP Applied Technologies","GCP Applied Technologies Inc.","GCP Applied Technologies","gcpat.com/en",0,1,0,1,2500,"FirmSize.LARGE_FIRM",0,36,2,0,2,13,23,24,149,194,3,8,0,55,55,53,1,4,50,6.5,0,0,2016
9,"GE Healthcare Dharmacon","GE Healthcare Dharmacon","GE Healthcare Dharmacon","dharmacon.horizondiscovery.com/",0,0,1,1,16,"FirmSize.SMALL_FIRM",1,5,4,0,0,25,12,6,17,12,1,3,40,10,1,11,3,11,1,6.25,0.111111111111111,0.111111111111111,2014
