firm_name,url,li_emps,median_gw_emps,emp_diff,max_emps,size_state,state_diff,base_domain,subsidiary_adjust
Sumitomo Rubber Industries,sumitomorubber-usa.com/,262.0,36650.0,36388.0,36650.0,FirmSize.LARGE_FIRM,1,sumitomorubber-usa.com,0
Sun Chemical Corporation,sunchemical.com/,4313.0,19350.0,15037.0,19350.0,FirmSize.LARGE_FIRM,0,sunchemical.com,0
Suncore Photovoltaics,suncoreus.com/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,suncoreus.com,0
Sun Drilling Products Corporation,sundrilling.com/,33.0,,,33.0,FirmSize.SMALL_FIRM,2,sundrilling.com,0
Sundrop Fuels,sundropfuels.com/,24.0,,,24.0,FirmSize.SMALL_FIRM,2,sundropfuels.com,0
SunEdison,sunedison.com/,866.0,7280.0,6414.0,7280.0,FirmSize.LARGE_FIRM,0,sunedison.com,0
Sungevity Inc.,sungevity.com/,260.0,400.0,140.0,400.0,FirmSize.US_MEDIUM_FIRM,0,sungevity.com,0
Sunlight Photonics Inc.,sunlightphotonics.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,sunlightphotonics.com,0
SunLink Corporation,sunlink.com/,84.0,,,84.0,FirmSize.EU_MEDIUM_FIRM,3,sunlink.com,0
Solaire Generation LLC,sunpowercarports.com/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,sunpowercarports.com,0
SunRun,sunrun.com/,66.0,2721.5,2655.5,2721.5,FirmSize.LARGE_FIRM,2,sunrun.com,1
Sunrun South LLC,sunrun.com/,7.0,,,2721.5,FirmSize.LARGE_FIRM,1,sunrun.com,1
SUNSALUTER,sunsaluter.org/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,sunsaluter.org,0
Sun Synchrony,sunsynchrony.com/,30.0,16000.0,15970.0,16000.0,FirmSize.LARGE_FIRM,3,sunsynchrony.com,0
Integrated Solar Technology,suntegrasolar.com/,2.0,71.0,69.0,71.0,FirmSize.EU_MEDIUM_FIRM,2,suntegrasolar.com,0
Supremex Inc.,supremex.com/,249.0,41.0,208.0,249.0,FirmSize.EU_MEDIUM_FIRM,1,supremex.com,0
Sustainable Technologies,sustech.cc/wordpress/,29.0,,,29.0,FirmSize.SMALL_FIRM,2,sustech.cc,0
Swagelok Company,swagelok.com/,21.0,4800.0,4779.0,4800.0,FirmSize.LARGE_FIRM,3,swagelok.com,0
Sweetwater Energy,sweetwater.us/,29.0,,,29.0,FirmSize.SMALL_FIRM,2,sweetwater.us,0
Swift Engineering,swiftengineering.com/,107.0,40.0,67.0,107.0,FirmSize.EU_MEDIUM_FIRM,1,swiftengineering.com,0
Southwest Research Institute,swri.org/,2142.0,2683.0,541.0,2683.0,FirmSize.LARGE_FIRM,0,swri.org,0
SUMITOMO WIRING SYSTEMS,sws.co.jp/en/,1357.0,29573.5,28216.5,29573.5,FirmSize.LARGE_FIRM,0,sws.co.jp,0
Osram Sylvania Inc.,sylvania.com/,8586.0,6075.0,2511.0,8586.0,FirmSize.LARGE_FIRM,0,sylvania.com,0
Symantec Corporation,symantec.com/,24923.0,11415.0,13508.0,24923.0,FirmSize.LARGE_FIRM,0,symantec.com,0
Simbol Inc.,symbols.com/,3.0,100.0,97.0,100.0,FirmSize.EU_MEDIUM_FIRM,2,symbols.com,0
Conexant Systems,synaptics.com/,2.0,312.0,310.0,312.0,FirmSize.US_MEDIUM_FIRM,3,synaptics.com,0
Syngenta Participations AG,syngenta.com/,24597.0,27810.0,3213.0,27810.0,FirmSize.LARGE_FIRM,0,syngenta.com,0
Synopsys,synopsys.com/,110.0,8148.0,8038.0,8148.0,FirmSize.LARGE_FIRM,2,synopsys.com,0
Synthetic Genomics,syntheticgenomics.com/,169.0,130.0,39.0,169.0,FirmSize.EU_MEDIUM_FIRM,0,syntheticgenomics.com,0
SYNTHOMER USA LLC,synthomer.com/,1017.0,2789.0,1772.0,2789.0,FirmSize.LARGE_FIRM,0,synthomer.com,0
Sysmex Corporation,sysmex.com/Pages/default.aspx,165.0,7409.0,7244.0,7409.0,FirmSize.LARGE_FIRM,2,sysmex.com,0
System Biosciences,systembio.com/,35.0,,,35.0,FirmSize.SMALL_FIRM,2,systembio.com,0
TRI ALPHA ENERGY,tae.com/,130.0,,,130.0,FirmSize.EU_MEDIUM_FIRM,3,tae.com,0
Taiyo Ink Mfg. Co.,taiyo-hd.co.jp/en/group/ink/,14.0,,,14.0,FirmSize.SMALL_FIRM,2,taiyo-hd.co.jp,0
Takara Bio Inc.,takarabio.com/,75.0,811.5,736.5,811.5,FirmSize.LARGE_FIRM,2,takarabio.com,0
Takeda Pharmaceutical Company Limited,takeda.com/,973.0,17790.5,16817.5,17790.5,FirmSize.LARGE_FIRM,0,takeda.com,0
Microsurge,talcusa.com/microsurge/,,,,,FirmSize.UNDEFINED,0,talcusa.com,0
Tamura Corporation,tamuracorp.com/,76.0,2714.5,2638.5,2714.5,FirmSize.LARGE_FIRM,2,tamuracorp.com,0
Tapwave,tapwave.net/,10.0,,,10.0,FirmSize.SMALL_FIRM,2,tapwave.net,0
Tarveda Therapeutics,tarveda.com/,29.0,,,29.0,FirmSize.SMALL_FIRM,2,tarveda.com,0
Tau Therapeutics LLC,taurx.com/,20.0,,,20.0,FirmSize.SMALL_FIRM,2,taurx.com,0
TMC Corporation,tcm.com/,3800.0,46968.0,43168.0,46968.0,FirmSize.LARGE_FIRM,0,tcm.com,0
Tata Consultancy Services Limited,tcs.com/,380007.0,394998.0,14991.0,394998.0,FirmSize.LARGE_FIRM,0,tcs.com,0
Tyco Electronics Corporation,te.com/usa-en/home.html,24819.0,69000.0,44181.0,69000.0,FirmSize.LARGE_FIRM,0,te.com,1
Tyco Electronics U.K. LTD,te.com/usa-en/home.html,24819.0,,,69000.0,FirmSize.LARGE_FIRM,5,te.com,1
EXOS LLC,teamexos.com/,471.0,2775.5,2304.5,2775.5,FirmSize.LARGE_FIRM,1,teamexos.com,0
TECNIUM,tecnium.es/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,tecnium.es,0
TEKNOR APEX COMPANY,teknorapex.com/,769.0,450.0,319.0,769.0,FirmSize.LARGE_FIRM,1,teknorapex.com,0
Tokyo Electron Limited,tel.com/,2343.0,11946.0,9603.0,11946.0,FirmSize.LARGE_FIRM,0,tel.com,0
Tela Innovations,tela-inc.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,tela-inc.com,0
Teledyne Scientific & Imaging,teledyne-si.com/,210.0,,,210.0,FirmSize.EU_MEDIUM_FIRM,3,teledyne-si.com,0
Cetac Technologies Inc.,teledynecetac.com/,60.0,,,60.0,FirmSize.EU_MEDIUM_FIRM,3,teledynecetac.com,0
Teradata US,teradata.com/About-Us,14056.0,10615.0,3441.0,14056.0,FirmSize.LARGE_FIRM,0,teradata.com,0
E. Tech Incorporation,terratechcorp.com/,,,,,FirmSize.UNDEFINED,0,terratechcorp.com,0
TerraVia Holdings,terravia.com/,66.0,124.0,58.0,124.0,FirmSize.EU_MEDIUM_FIRM,0,terravia.com,0
Tersus Environmental,tersusenv.com/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,tersusenv.com,0
SolarCity Corporation,tesla.com/solarpanels?energy_redirect=true,85.0,,,85.0,FirmSize.EU_MEDIUM_FIRM,3,tesla.com,0
Tesla Nanocoatings,teslanano.com/,14.0,,,14.0,FirmSize.SMALL_FIRM,2,teslanano.com,0
Tessera,tessera.com/,7.0,113.0,106.0,113.0,FirmSize.EU_MEDIUM_FIRM,2,tessera.com,1
Tessera Advanced Technologies,tessera.com/,11.0,,,113.0,FirmSize.EU_MEDIUM_FIRM,2,tessera.com,1
THE BOARD INSTITUTE,theboardinstitute.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,theboardinstitute.com,0
The Carbon Cable Company,thecableco.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,thecableco.com,0
Angstron Materials,theglobalgraphenegroup.com/,30.0,,,30.0,FirmSize.SMALL_FIRM,2,theglobalgraphenegroup.com,0
TheGreenCell,thegreencell.com/,74.0,,,74.0,FirmSize.EU_MEDIUM_FIRM,3,thegreencell.com,0
T.H.E.M.,them.net/,100.0,,,100.0,FirmSize.EU_MEDIUM_FIRM,3,them.net,0
Theraclone Sciences,theraclone-sciences.com/home.php,6.0,,,6.0,FirmSize.MICRO_FIRM,1,theraclone-sciences.com,0
SEEK THERMAL,thermal.com/,60.0,,,60.0,FirmSize.EU_MEDIUM_FIRM,3,thermal.com,0
Life Technologies Corporation,thermofisher.com/us/en/home.html,15.0,,,39750.0,FirmSize.LARGE_FIRM,2,thermofisher.com,1
Thermo Finnigan,thermofisher.com/us/en/home.html,39584.0,500.0,39084.0,39750.0,FirmSize.LARGE_FIRM,0,thermofisher.com,1
Thermo Fisher Scientific Inc.,thermofisher.com/us/en/home.html,39584.0,39750.0,166.0,39750.0,FirmSize.LARGE_FIRM,0,thermofisher.com,1
Applied Biosystems,thermofisher.com/us/en/home/brands/applied-biosystems.html,16.0,5160.0,5144.0,39750.0,FirmSize.LARGE_FIRM,3,thermofisher.com,1
Disney Enterprises,thewaltdisneycompany.com/,3.0,133000.0,132997.0,133000.0,FirmSize.LARGE_FIRM,4,thewaltdisneycompany.com,0
Thoratec Corporation,thoratec.com/,471.0,954.0,483.0,954.0,FirmSize.LARGE_FIRM,1,thoratec.com,0
Thorlabs,thorlabs.com/,811.0,128.0,683.0,811.0,FirmSize.LARGE_FIRM,2,thorlabs.com,1
Thorlabs Quantum Electronics,thorlabs.com/,811.0,55.0,756.0,811.0,FirmSize.LARGE_FIRM,2,thorlabs.com,1
Thorn Bioscience LLC,thornbioscience.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,thornbioscience.com,0
THYSSENKRUPP INDUSTRIAL SOLUTIONS GMBH,thyssenkrupp.com/en/,257.0,12515.0,12258.0,12515.0,FirmSize.LARGE_FIRM,1,thyssenkrupp.com,0
Texas Instruments Incorporated,ti.com/,4.0,29714.0,29710.0,29714.0,FirmSize.LARGE_FIRM,4,ti.com,1
NLT TECHNOLOGIES,tianma.co.jp/en/,71.0,,,71.0,FirmSize.EU_MEDIUM_FIRM,3,tianma.co.jp,0
Tigo Energy,tigoenergy.com/,272.0,75.0,197.0,272.0,FirmSize.US_MEDIUM_FIRM,1,tigoenergy.com,0
Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,tno.nl/en/,3892.0,,,3892.0,FirmSize.LARGE_FIRM,5,tno.nl,0
Toda Kogyo Corporation,todakogyo.co.jp/english/,4.0,40.0,36.0,40.0,FirmSize.SMALL_FIRM,1,todakogyo.co.jp,0
Tokyo Ohka Kogyo Co.,tok.co.jp/eng/,19.0,1637.0,1618.0,1637.0,FirmSize.LARGE_FIRM,3,tok.co.jp,0
TOMOWAVE LABORATORIES,tomowave.com/,7.0,,,7.0,FirmSize.MICRO_FIRM,1,tomowave.com,0
Toray Industries Inc. ,toray.com/,715.0,45762.0,45047.0,45762.0,FirmSize.LARGE_FIRM,0,toray.com,0
Toray Plastics (America),toraytpa.com/,394.0,589.0,195.0,589.0,FirmSize.LARGE_FIRM,1,toraytpa.com,0
Kabushikikaisha Toshiba,toshiba.com/tai/,7.0,,,7.0,FirmSize.MICRO_FIRM,1,toshiba.com,0
Toshiba America Electronic Components,toshiba.semicon-storage.com/us/top.html,321.0,300.0,21.0,321.0,FirmSize.US_MEDIUM_FIRM,0,toshiba.semicon-storage.com,0
Tosoh Corporation,tosoh.com/,,12008.0,,12008.0,FirmSize.LARGE_FIRM,5,tosoh.com,0
Total Marketing Services,total.com/en,3.0,,,3.0,FirmSize.MICRO_FIRM,1,total.com,0
Toyota Jidosha Kabushiki Kaisha,toyota-global.com/pages/contents/investors/ir_library/sec/pdf/form_sd_201605_final.pdf,,,,,FirmSize.UNDEFINED,0,toyota-global.com,0
Toyota Motor Engineering & Manufacturing North America,toyota.com/usa/careers/index.html,2.0,2764.5,2762.5,2764.5,FirmSize.LARGE_FIRM,4,toyota.com,0
TP Solar,tpsolar.nl/?lang=en,3.0,,,3.0,FirmSize.MICRO_FIRM,1,tpsolar.nl,0
TRANE INTERNATIONAL INC.,trane.com/index.aspx,,29000.0,,29000.0,FirmSize.LARGE_FIRM,5,trane.com,0
Transilwrap Company,transcendia.com/,159.0,,,159.0,FirmSize.EU_MEDIUM_FIRM,3,transcendia.com,0
Transitions Optical,transitions.com/en-us/,856.0,850.0,6.0,856.0,FirmSize.LARGE_FIRM,0,transitions.com,0
Transposagen Biopharmaceuticals,transposagenbio.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,transposagenbio.com,0
Transtron Solutions LLC,transtron.com/en/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,transtron.com,0
Travis Industries,travisindustries.com/,53.0,,,53.0,FirmSize.EU_MEDIUM_FIRM,3,travisindustries.com,0
TECHNOLOGY RESEARCH,trci.net/,946.0,14000.0,13054.0,14000.0,FirmSize.LARGE_FIRM,0,trci.net,0
Texas Research International,tri-intl.com/,246.0,655.0,409.0,655.0,FirmSize.LARGE_FIRM,2,tri-intl.com,0
TRIDONIC GMBH & CO KG,tridonic.com/com/en/,631.0,,,631.0,FirmSize.LARGE_FIRM,5,tridonic.com,0
Triple Ring Technologies,tripleringtech.com/,109.0,,,109.0,FirmSize.EU_MEDIUM_FIRM,3,tripleringtech.com,0
Valicor,trucent.com/,149.0,,,149.0,FirmSize.EU_MEDIUM_FIRM,3,trucent.com,0
True-Safe Technologies,true-safe.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,true-safe.com,0
Teal Sales Incorporated,tsi-inc.net,8.0,,,8.0,FirmSize.MICRO_FIRM,1,tsi-inc.net,0
Taiwan Semiconductor Manufacturing Company,tsmc.com/english/default.htm,9.0,46968.0,46959.0,46968.0,FirmSize.LARGE_FIRM,4,tsmc.com,0
TT Technologies,tttechnologies.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,tttechnologies.com,0
Tufts Medical Center,tuftsmedicalcenter.org/,4671.0,25000.0,20329.0,25000.0,FirmSize.LARGE_FIRM,0,tuftsmedicalcenter.org,0
Turf Group LLC,turfgroup.net/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,turfgroup.net,0
Turtle Beach Corporation,turtlebeach.com/,175.0,116.0,59.0,175.0,FirmSize.EU_MEDIUM_FIRM,0,turtlebeach.com,0
Ube Industries,ube-ind.co.jp/ube/en/index.html,111.0,10799.0,10688.0,10799.0,FirmSize.LARGE_FIRM,2,ube-ind.co.jp,0
UCB Pharma S.A.,ucb.com/,76.0,220.0,144.0,220.0,FirmSize.EU_MEDIUM_FIRM,0,ucb.com,0
UChicago Argonne,uchicagoargonnellc.org/,3807.0,,,3807.0,FirmSize.LARGE_FIRM,5,uchicagoargonnellc.org,0
United Microelectronics Corp.,umc.com/,2485.0,15656.0,13171.0,15656.0,FirmSize.LARGE_FIRM,0,umc.com,0
Uni-Charm Corporation,unicharm.co.jp/english/index.html,428.0,,,428.0,FirmSize.US_MEDIUM_FIRM,4,unicharm.co.jp,0
Unifrax I LLC,unifrax.com/,490.0,,,490.0,FirmSize.US_MEDIUM_FIRM,4,unifrax.com,0
UNISANTIS ELECTRONICS SINGAPORE PTE. LTD.,unisantis.com/,,,,,FirmSize.UNDEFINED,0,unisantis.com,0
Uniseal Solutions Inc.,unisealsolutions.com/,111.0,,,111.0,FirmSize.EU_MEDIUM_FIRM,3,unisealsolutions.com,0
Unistrut International Corp.,unistrut.us/,35.0,70.0,35.0,70.0,FirmSize.EU_MEDIUM_FIRM,1,unistrut.us,0
Unity Semiconductor Corporation,unity-sc.com/,,,,,FirmSize.UNDEFINED,0,unity-sc.com,0
Universal Leaf Tobacco Co.,universalcorp.com/,464.0,4000.0,3536.0,4000.0,FirmSize.LARGE_FIRM,1,universalcorp.com,0
Kao Corporation,us.army.mil/,,33560.0,,33560.0,FirmSize.LARGE_FIRM,5,us.army.mil,0
Bioneer Corporation,us.bioneer.com/,40.0,5025.0,4985.0,5025.0,FirmSize.LARGE_FIRM,3,us.bioneer.com,0
SunPower Corporation,us.sunpower.com/,3997.0,7306.0,3309.0,7306.0,FirmSize.LARGE_FIRM,0,us.sunpower.com,0
Canon,usa.canon.com/internet/portal/us/home,,100638.0,,100638.0,FirmSize.LARGE_FIRM,5,usa.canon.com,0
DuPont Teijin Films U.S. Limited Partnership,usa.dupontteijinfilms.com/,213.0,,,213.0,FirmSize.EU_MEDIUM_FIRM,3,usa.dupontteijinfilms.com,0
Siemens Medical Solutions USA,usa.healthcare.siemens.com/,,453.0,,453.0,FirmSize.US_MEDIUM_FIRM,4,usa.healthcare.siemens.com,0
UT-Battelle,ut-battelle.org/,765.0,,,765.0,FirmSize.LARGE_FIRM,5,ut-battelle.org,0
United Technologies Corporation,utc.com/,7892.0,204700.0,196808.0,204700.0,FirmSize.LARGE_FIRM,0,utc.com,0
Hamilton Sundstrand Corporation,utcaerospacesystems.com/,2490.0,8979.0,6489.0,8979.0,FirmSize.LARGE_FIRM,0,utcaerospacesystems.com,0
UVIC INDUSTRY PARTNERSHIPS INC.,uvic.ca/research/partner/index.php,26.0,,,26.0,FirmSize.SMALL_FIRM,2,uvic.ca,0
UWM Research Foundation,uwmrf.org/,63.0,,,63.0,FirmSize.EU_MEDIUM_FIRM,3,uwmrf.org,0
Vadient Optics,vadient.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,vadient.com,0
Abbott Cardiovascular Systems Inc.,vascular.abbott/us/homepage.html,706.0,652.0,54.0,706.0,FirmSize.LARGE_FIRM,0,vascular.abbott,0
Vascular BioSciences,vascularbiosciences.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,vascularbiosciences.com,0
Vaxiion Therapeutics,vaxiion.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,vaxiion.com,0
VEECO PRECISION SURFACE PROCESSING LLC,veeco.com/technologies-and-products/precision-surface-processing-systems,67.0,90.0,23.0,90.0,FirmSize.EU_MEDIUM_FIRM,0,veeco.com,0
Veracode,veracode.com/,679.0,277.5,401.5,679.0,FirmSize.LARGE_FIRM,1,veracode.com,0
Veracyte,veracyte.com/,255.0,246.0,9.0,255.0,FirmSize.US_MEDIUM_FIRM,1,veracyte.com,0
VERILY LIFE SCIENCES LLC,verily.com/,538.0,,,538.0,FirmSize.LARGE_FIRM,5,verily.com,0
VERLASE TECHNOLOGIES LLC,verlase.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,verlase.com,0
Verliant Energy,verliantenergy.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,verliantenergy.com,0
VIASAT INC.,viasat.com/,4760.0,4950.0,190.0,4950.0,FirmSize.LARGE_FIRM,0,viasat.com,0
VINDICO NANOBIO TECHNOLOGY INC.,vindicoat.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,vindicoat.com,0
VIOLIN MEMORY,violinsystems.com/,155.0,,,155.0,FirmSize.EU_MEDIUM_FIRM,3,violinsystems.com,0
Virent,virent.com/,49.0,3900.0,3851.0,3900.0,FirmSize.LARGE_FIRM,3,virent.com,0
Vizio Inc.,vizio.com/,502.0,400.0,102.0,502.0,FirmSize.LARGE_FIRM,1,vizio.com,0
VMware,vmware.com/,6.0,21700.0,21694.0,21700.0,FirmSize.LARGE_FIRM,4,vmware.com,0
Traex Corporation,vollrath.com/Traex-Full-Size-Compartment-Racks-1766.htm,2.0,,,2.0,FirmSize.MICRO_FIRM,1,vollrath.com,0
Silicon Space Technology Corp.,voragotech.com/,278.0,,,278.0,FirmSize.US_MEDIUM_FIRM,4,voragotech.com,0
Vorbeck Materials Corporation,vorbeck.com/,28.0,,,28.0,FirmSize.SMALL_FIRM,2,vorbeck.com,0
Voxtel,voxtel-inc.com/,43.0,30.0,13.0,43.0,FirmSize.SMALL_FIRM,0,voxtel-inc.com,0
WAFERTECH,wafertech.com/en/careers/,507.0,,,507.0,FirmSize.LARGE_FIRM,5,afertech.com,0
Waters Technologies Corporation,waters.com/waters/home.htm?locale=en_US,190.0,6900.0,6710.0,6900.0,FirmSize.LARGE_FIRM,2,aters.com,0
Watlow Electric Manufacturing Company,watlow.com/,1148.0,,,1148.0,FirmSize.LARGE_FIRM,5,atlow.com,0
WCA Group LLC,wca-group.com/,4.0,1058.0,1054.0,1058.0,FirmSize.LARGE_FIRM,4,ca-group.com,0
Weatherford Canada Partnership,weatherford.com/,72.0,50.0,22.0,72.0,FirmSize.EU_MEDIUM_FIRM,0,eatherford.com,0
Wave Energy Conversion Corporation of America,weccamerica.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,eccamerica.com,0
Terra Caloric,wellconnectgeo.com/,5305.0,,,5305.0,FirmSize.LARGE_FIRM,5,ellconnectgeo.com,0
Wenger Corporation,wengercorp.com/,311.0,285.5,25.5,311.0,FirmSize.US_MEDIUM_FIRM,0,engercorp.com,0
Wentworth Laboratories,wentworthlabs.com/,23.0,,,23.0,FirmSize.SMALL_FIRM,2,entworthlabs.com,0
Wostec,westec.org/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,estec.org,0
WestPoint Home,westpointhome.com/,21.0,1750.0,1729.0,1750.0,FirmSize.LARGE_FIRM,3,estpointhome.com,0
Building Envelope Innovations,wet-flash.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,et-flash.com,0
WHATSAPP INC.,whatsapp.com/,86.0,240000.0,239914.0,240000.0,FirmSize.LARGE_FIRM,2,hatsapp.com,0
Wikipad,wikipad.com/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,ikipad.com,0
Winbond Electronics Corp.,winbond.com/,783.0,,,783.0,FirmSize.LARGE_FIRM,5,inbond.com,0
Wine.com,wine.com/,187.0,5000.0,4813.0,5000.0,FirmSize.LARGE_FIRM,2,ine.com,0
Wireless Environment,wirelessenv.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,irelessenv.com,0
WiSys Technology Foundation,wisys.org/,21.0,,,21.0,FirmSize.SMALL_FIRM,2,isys.org,0
Wizard Labs,wizardlabs.us/,7.0,,,7.0,FirmSize.MICRO_FIRM,1,izardlabs.us,0
Casio Computer Co.,world.casio.com/,140.0,12298.0,12158.0,12298.0,FirmSize.LARGE_FIRM,2,orld.casio.com,0
WOVN,wovns.com/,34.0,,,34.0,FirmSize.SMALL_FIRM,2,ovns.com,0
W&Wsens Devices,wwsensdevices.com/,450.0,,,450.0,FirmSize.US_MEDIUM_FIRM,4,sensdevices.com,0
NOK Corporation,nok.co.jp/en/,5.0,43529.0,43524.0,43529.0,FirmSize.LARGE_FIRM,4,nok.co.jp,0
George Mason Research Foundation,.gmu.edu/research,252.0,,,252.0,FirmSize.US_MEDIUM_FIRM,4,gmu.edu,0
Hewlett-Packard Development Company,.hp.com/us/en/home.html,212204.0,60000.0,152204.0,212204.0,FirmSize.LARGE_FIRM,0,hp.com,0
Wyatt Technology Corporation,wyatt.com/,6.0,7700.0,7694.0,7700.0,FirmSize.LARGE_FIRM,4,yatt.com,0
X DEVELOPMENT LLC,x.org/wiki/Development/,30.0,,,30.0,FirmSize.SMALL_FIRM,2,x.org,0
ZENA TECHNOLOGIES,xena-technologies.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,xena-technologies.com,0
Xerox Corporation,xerox.com/,59211.0,34250.0,24961.0,59211.0,FirmSize.LARGE_FIRM,0,xerox.com,0
Xintec Inc.,xintec.com.tw/eng/index.aspx,29.0,,,29.0,FirmSize.SMALL_FIRM,2,xintec.com.t,0
Crystal Solar Inc.,xtalsolar.com/,,,,,FirmSize.US_MEDIUM_FIRM,0,xtalsolar.com,1
Crystal Solar Incorporated,xtalsolar.com/,2.0,311.0,309.0,,FirmSize.US_MEDIUM_FIRM,3,xtalsolar.com,1
22nd Century Limited,xxiicentury.com/,734.0,1.0,733.0,734.0,FirmSize.LARGE_FIRM,4,xxiicentury.com,0
Xyleco,xyleco.com/,23.0,,,23.0,FirmSize.SMALL_FIRM,2,xyleco.com,0
Yageo Corporation,yageo.com/portal/product/product.jsp,297.0,20000.0,19703.0,20000.0,FirmSize.LARGE_FIRM,1,yageo.com,0
Yamaha Corporation,yamaha-motor.com/,3378.0,24219.0,20841.0,24219.0,FirmSize.LARGE_FIRM,0,yamaha-motor.com,0
Yeda Research and Development Co.,yedarnd.com/Overview,24.0,,,24.0,FirmSize.SMALL_FIRM,2,yedarnd.com,0
Metabolix,yield10bio.com/,3.0,66.0,63.0,66.0,FirmSize.EU_MEDIUM_FIRM,2,yield10bio.com,0
Yissum,yissum.co.il/,40.0,,,40.0,FirmSize.SMALL_FIRM,2,yissum.co.il,0
ZIH Corp.,zebra.com/us/en.html/,,8.0,,8.0,FirmSize.MICRO_FIRM,1,zebra.com,0
Carl Zeiss Meditec AG,zeiss.com/meditec-ag/home.html,2417.0,3048.0,631.0,3048.0,FirmSize.LARGE_FIRM,0,zeiss.com,1
Carl Zeiss Microscopy GmbH,zeiss.com/microscopy/int/home.html,1368.0,3048.0,1680.0,3048.0,FirmSize.LARGE_FIRM,0,zeiss.com,1
Zeno Semiconductor Inc,zenosemi.com/,729.0,1.0,728.0,729.0,FirmSize.LARGE_FIRM,4,zenosemi.com,0
Zephyr Energy Systems LLC,zephyrenergy.com/,179.0,,,179.0,FirmSize.EU_MEDIUM_FIRM,3,zephyrenergy.com,0
Zoetis Services LLC,zoetis.com/products-services/,7270.0,9200.0,1930.0,9200.0,FirmSize.LARGE_FIRM,0,zoetis.com,0
ZON,zon.si/,25.0,,,25.0,FirmSize.SMALL_FIRM,2,zon.si,0
Zygo Corporation,zygo.com/,374.0,16.0,358.0,374.0,FirmSize.US_MEDIUM_FIRM,2,zygo.com,0
Zyvex Labs,zyvexlabs.com/,11.0,,,11.0,FirmSize.SMALL_FIRM,2,zyvexlabs.com,0
CAPAT,,4.0,,,4.0,FirmSize.MICRO_FIRM,1,,0
Aseptia,,281.0,,,281.0,FirmSize.US_MEDIUM_FIRM,4,,0
BOE Technology Group Co.,,,,,,FirmSize.UNDEFINED,0,,0
Crepaco,,3584.0,,,3584.0,FirmSize.LARGE_FIRM,5,,0
Abraxis Bioscience,,203.0,2000.0,1797.0,2000.0,FirmSize.LARGE_FIRM,2,,0
Agrigenetics,,26.0,,,26.0,FirmSize.SMALL_FIRM,2,,0
Arch Biosurgery,,,,,,FirmSize.UNDEFINED,0,,0
Arisaph Pharmaceuticals,,8.0,,,8.0,FirmSize.MICRO_FIRM,1,,0
Fezza Family Properties,,23.0,,,23.0,FirmSize.SMALL_FIRM,2,,0
GR Intellectual Reserve,,,,,,FirmSize.UNDEFINED,0,,0
Intrexon CEU,,,,,,FirmSize.UNDEFINED,0,,0
Lyotropic Therapeutics,,4.0,,,4.0,FirmSize.MICRO_FIRM,1,,0
Molecular Imprints,,54.0,,,54.0,FirmSize.EU_MEDIUM_FIRM,3,,0
Ojai Retinal Technology,,,,,,FirmSize.UNDEFINED,0,,0
QD Vision,,74.0,,,74.0,FirmSize.EU_MEDIUM_FIRM,3,,0
R.P. Scherer Technologies,,3.0,,,3.0,FirmSize.MICRO_FIRM,1,,0
SCHOTTKY LSI,,490.0,,,490.0,FirmSize.US_MEDIUM_FIRM,4,,0
Semiconductor Components Industries,,,,,,FirmSize.UNDEFINED,0,,0
Solexa,,15.0,,,15.0,FirmSize.SMALL_FIRM,2,,0
BROOKLYN QUANTUM WORKS,,44671.0,,,44671.0,FirmSize.LARGE_FIRM,5,,0
Cetus Corporation,,54.0,,,54.0,FirmSize.EU_MEDIUM_FIRM,3,,0
GREENFIELD MASTER IPCO LIMITED,,,,,,FirmSize.UNDEFINED,0,,0
GREENHILL ANTIBALLISTICS CORPORATION,,,,,,FirmSize.UNDEFINED,0,,0
