"firm","lookup_firm","lookup_firm_web","hit_url","nano","green","synbio","count_all_ind","max_emps","size_state","sme","pages","num_words","avg_words_per_page","year.min.p..date...","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3","patent_pattern","rd_pattern","product_pattern","trial_pattern","demo_pattern","manufacturing_pattern","venture_pattern","investment_pattern","university_pattern","partnership_pattern","greenness_pattern","customization_pattern","awards_pattern","membership_pattern","customer_pattern","about_gen.count","about_exact.count","default_to_home","mean_i2017y","mean_cd2017y"
"DiscoveRx Corporation","DiscoveRx","DiscoveRx","discoverx.com/home",0,0,1,1,138,"FirmSize.EU_MEDIUM_FIRM",1,57,735726,12907.4736842105,1987,30,1,1,1,2.63333333333333,3,0,35,4,6,13,3,4,1,0,15,0,11,0,3,9,7,1,0,1.6,0.143183264
"DISCOVERYBIOMED INC.","DISCOVERYBIOMED","DISCOVERYBIOMED","discoverybiomed.com/",0,0,1,1,5,"FirmSize.MICRO_FIRM",1,14,178377,12741.2142857143,2015,3,2,1,1,3,2.5,0,27,4,3,4,6,0,7,13,5,0,4,2,3,3,2,1,0,0,0
"Disney Enterprises","Disney Enterprises","Disney Enterprises","thewaltdisneycompany.com/",1,0,0,1,133000,"FirmSize.LARGE_FIRM",0,12,163868,13655.6666666667,1998,1266,1,1.03001579778831,1,3.09952606635071,3,0,21,55,8,12,34,18,52,27,32,5,2,14,30,35,3,2,0,3.5479797979798,0.0495764854678451
"DNA Twopointo","DNA Twopointo","DNA Twopointo","atum.bio/",0,0,1,1,33,"FirmSize.SMALL_FIRM",1,44,1847701,41993.2045454545,2009,16,1,1,1,2.625,3,23,94,50,12,83,135,3,7,21,50,3,133,23,6,123,14,3,0,1.75,-0.05790213125
"DNA2.0","DNA20","DNA20","atum.bio/",0,0,1,1,33,"FirmSize.SMALL_FIRM",1,NA,NA,NA,1977,40,4,1.175,1,2.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7435897435897,0.0496615936153846
"Dogwood Pharmaceuticals","Dogwood Pharmaceuticals","Dogwood Pharmaceuticals","",0,0,1,1,3,"FirmSize.MICRO_FIRM",1,NA,NA,NA,1991,21,1,1,1,3.38095238095238,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1904761904762,-0.0455292266666667
"Dolby Laboratories Licensing Corporation","Dolby Laboratories Licensing","Dolby Laboratories Licensing","dolby.com/us/en/professional/licensing.html",1,0,0,1,2151,"FirmSize.LARGE_FIRM",0,70,1696664,24238.0571428571,1981,941,2,1.04144527098831,1,2.45802337938363,1.5,2,27,47,15,19,42,5,20,26,43,3,14,14,12,30,20,2,0,9.54065934065934,0.0459999199120879
"Domtar Paper Company","Domtar Paper Company","Domtar Paper Company","domtar.com/en",1,0,0,1,61,"FirmSize.EU_MEDIUM_FIRM",1,74,1043269,14098.2297297297,2016,1,1,1,1,3,3,0,5,32,3,4,50,5,11,0,8,22,16,29,3,23,17,5,0,0,0
"Dongbu Hitek Co.","Dongbu Hitek Co","Dongbu Hitek Co","",1,0,0,1,4,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2007,860,1,1.00116279069767,1,1.21395348837209,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18372093023256,0.0962386699186046
"Dow AgroSciences LLC","Dow AgroSciences","Dow AgroSciences","dowagro.com/en-us/",0,1,1,2,15,"FirmSize.SMALL_FIRM",1,21,230940,10997.1428571429,1998,915,10,1.07213114754098,1.1,5.5672131147541,5.3,0,4,6,1,1,6,1,2,0,1,4,1,1,0,2,3,1,0,3.1829134720701,0.0350799689704272
"Dow Corning Corporation","Dow Corning","Dow Corning","dow.com/en-us/dow-corning-integration",1,0,1,2,46200,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1976,2776,5,1.06844380403458,1,2.58177233429395,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8169934640523,0.146073355976761
"Dow Global Technologies Inc.","Dow Global Technologies","Dow Global Technologies","dow.com/en-us",1,1,1,3,46200,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2002,2475,21,1.10343434343434,1.33333333333333,4.05212121212121,4.09523809523809,0,0,1,6,1,4,0,4,0,7,9,1,3,0,8,2,1,1,3.76372509150061,0.0145613233310289
"Dow Technology Investments LLC","Dow Technology Investments","Dow Technology Investments","dow.com/en-us",0,0,1,1,46200,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2009,65,1,1.03076923076923,1,4.49230769230769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538461538461538,-0.00260817923076923
"DPD","DPD","DPD","",1,0,0,1,4,"FirmSize.MICRO_FIRM",1,NA,NA,NA,1985,67,3,1.02985074626866,1,1.82089552238806,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4761904761905,0.0485983192222222
"DPx Holdings B.V.","DPx Holdings BV","DPx Holdings BV","",0,1,0,1,37,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2015,10,1,1,1,3.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Dr. Reddy's Laboratories Ltd.","Dr Reddy's Laboratories","Dr Reddy's Laboratories","drreddys.com/",1,0,0,1,14705,"FirmSize.LARGE_FIRM",0,134,745886,5566.31343283582,2003,201,1,1.72139303482587,1,5.35323383084577,5,0,14,7,0,2,4,1,5,0,22,3,3,0,1,3,8,1,0,0.64,0.02867839895
"Dresser-Rand Company","Dresser-Rand Company","Dresser-Rand Company","dresser-rand.com/",0,1,0,1,4597,"FirmSize.LARGE_FIRM",0,76,552724,7272.68421052632,1988,286,1,1.01048951048951,1,1.87762237762238,1,0,8,10,3,4,30,1,2,11,10,1,4,8,2,14,12,2,0,6.38245614035088,0.0561071578140351
"DRS Network & Imaging Systems","DRS Network &#x26; Imaging Systems","DRS Network & Imaging Systems","leonardodrs.com/",0,0,0,0,3682,"FirmSize.LARGE_FIRM",0,68,1777827,26144.5147058824,2015,24,4,1,1,2.95833333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,-0.0131944458333333
"DSP Group LTD.","DSP Group","DSP Group","dspg.com/",1,0,0,1,783,"FirmSize.LARGE_FIRM",0,31,281464,9079.48387096774,1989,107,1,1,1,2.10280373831776,4,2,15,6,3,2,21,0,10,1,21,0,17,4,8,22,7,2,0,12.411214953271,0.053433924953271
"DuPont Teijin Films U.S. Limited Partnership","DuPont Teijin Films US Limited Partnership","DuPont Teijin Films US Limited Partnership","usa.dupontteijinfilms.com/",1,0,0,1,213,"FirmSize.EU_MEDIUM_FIRM",1,45,186419,4142.64444444444,2001,66,2,1.01515151515152,1,2.78787878787879,2,0,5,7,4,3,13,0,0,0,9,2,12,1,0,12,6,3,0,2.48484848484848,0.0108596190909091
"Dymax Corporation","Dymax","Dymax","dymax.com/",0,0,1,1,191,"FirmSize.EU_MEDIUM_FIRM",1,79,2192645,27755,1978,49,2,1,1,2,3,0,1,2,2,2,19,0,0,0,0,0,4,0,2,2,1,1,0,14.5102040816327,0.0579610412244898
"Dynamic Solutions Worldwide","Dynamic Solutions Worldwide","Dynamic Solutions Worldwide","dynatrap.com/",0,1,0,1,23,"FirmSize.SMALL_FIRM",1,25,369554,14782.16,2014,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"E Ink Corporation","E Ink","E Ink","eink.com/",1,0,0,1,516,"FirmSize.LARGE_FIRM",0,33,190407,5769.90909090909,1978,323,3,1.02476780185759,1,4.40866873065016,2,1,26,14,0,1,18,5,14,2,14,11,0,9,3,2,4,1,0,96.5638629283489,-0.0162216704579439
"E. I. du Pont de Nemours and Company duPont Displays Inc","E I du Pont de Nemours and Company duPont Displays","E I du Pont de Nemours and Company duPont Displays","dupont.com/",1,0,0,1,44000,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2010,2,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,-0.0099415
"Easel Biotechnologies","Easel Biotechnologies","Easel Biotechnologies","easelbio.com/",0,0,1,1,311,"FirmSize.US_MEDIUM_FIRM",1,3,7271,2423.66666666667,2015,3,1,1,1,3,3,2,4,1,2,0,13,0,0,4,0,6,0,8,0,0,2,1,0,0.333333333333333,-0.0062893
"Eastman Chemical Company","Eastman Chemical Company","Eastman Chemical Company","eastman.com/Pages/Home.aspx",1,1,1,3,14000,"FirmSize.LARGE_FIRM",0,5,86589,17317.8,1992,1678,4,1.00417163289631,1,3.32061978545888,5.5,0,17,27,16,22,66,19,16,15,40,39,17,59,23,21,45,5,0,10.4455147501505,0.03474467125587
"Eastman Kodak Company","Eastman Kodak Company","Eastman Kodak Company","kodak.com/us/en/corp/default.htm",1,0,1,2,13100,"FirmSize.LARGE_FIRM",0,97,2059182,21228.6804123711,1976,21414,10,1.00154104791258,1,2.38152178990144,3.2,0,13,25,11,8,25,0,6,7,35,10,10,17,3,24,16,3,0,13.7872209318861,0.117103605597384
"Eaton Corporation","Eaton","Eaton","eaton.com/us/en-us.html",1,1,0,2,96000,"FirmSize.LARGE_FIRM",0,83,931133,11218.4698795181,1976,5868,2,1.0040899795501,1,2.22464632691324,2.5,2,6,44,17,21,50,3,27,1,96,32,39,7,3,35,22,3,0,11.7254207263065,0.135197903107174
"Echogen Power Systems","Echogen Power Systems","Echogen Power Systems","echogen.com/",0,1,0,1,20,"FirmSize.SMALL_FIRM",1,2,8474,4237,2011,24,1,1,1,2.41666666666667,1,1,7,8,8,9,17,4,4,6,22,5,7,1,2,8,11,4,0,7.125,-0.008557883
"EchoStar Technologies LLC","EchoStar Technologies","EchoStar Technologies","echostar.com/",0,1,0,1,2050,"FirmSize.LARGE_FIRM",0,21,243973,11617.7619047619,2006,679,1,1.01472754050074,1,1.95139911634757,4,1,3,2,1,0,8,1,3,10,4,0,3,1,3,4,7,3,0,3.02147239263804,0.0255483216472393
"Ecolab Inc.","Ecolab","Ecolab","ecolab.com/",1,0,0,1,48400,"FirmSize.LARGE_FIRM",0,53,584748,11032.9811320755,1987,1474,3,1.0033921302578,1,3.43856076035302,4.66666666666667,4,10,12,10,6,76,4,6,1,22,32,60,4,2,57,25,13,0,11.1826024442847,0.00440141519482387
"ECOSYNTHETIX LTD.","ECOSYNTHETIX","ECOSYNTHETIX","ecosynthetix.com/",1,0,0,1,30,"FirmSize.SMALL_FIRM",1,34,166826,4906.64705882353,2001,13,1,1,1,3.23076923076923,3,0,0,0,1,1,10,0,1,0,2,40,4,6,1,5,3,1,0,7.30769230769231,0.1677249
"Ecovative Design","Ecovative Design","Ecovative Design","ecovativedesign.com/",0,0,1,1,70,"FirmSize.EU_MEDIUM_FIRM",1,21,819543,39025.8571428571,2011,8,1,1,1,2.375,2,0,58,4,11,6,49,9,3,33,3,6,0,7,9,0,3,1,0,0.375,0.0078125
"Egenera","Egenera","Egenera","egenera.com/",1,0,0,1,174,"FirmSize.EU_MEDIUM_FIRM",1,53,330098,6228.2641509434,2005,24,1,1,1,4.45833333333333,3,1,5,49,2,3,18,1,4,8,50,2,19,5,5,26,12,1,0,9.125,0.10140068125
"Eisai Co.","Eisai Co","Eisai Co","eisai.com/index.html",0,1,0,1,10438,"FirmSize.LARGE_FIRM",0,49,271184,5534.36734693878,1976,659,1,1.10166919575114,2,6.77389984825493,2,1,58,50,9,4,41,8,18,8,24,14,4,9,18,7,17,10,0,7.58510638297872,0.300287215668693
"ELC Management LLC","ELC Management","ELC Management","",1,0,0,1,50,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,1999,257,1,1.00389105058366,1,2.87937743190661,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31210191082803,0.00520372713375796
"Elcriton","Elcriton","Elcriton","",0,0,1,1,4,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2016,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ElectraTherm","ElectraTherm","ElectraTherm","electratherm.com/",0,1,0,1,24,"FirmSize.SMALL_FIRM",1,65,1366023,21015.7384615385,1976,25,1,1,1,1.48,3,2,10,6,12,11,33,0,2,3,13,10,7,2,2,7,8,2,0,6.92,0.45286502
"Electrix","Electrix","Electrix","electrixillumination.com/",0,1,0,1,40100,"FirmSize.LARGE_FIRM",0,56,376166,6717.25,1986,17,1,1,1,1.29411764705882,4,3,6,19,12,7,39,0,1,4,9,0,17,21,2,9,30,5,0,2.57142857142857,0.00879629857142857
"Electronic Warfare Associates","Electronic Warfare Associates","Electronic Warfare Associates","ewa.com/",1,0,0,1,353,"FirmSize.US_MEDIUM_FIRM",1,16,73605,4600.3125,1988,19,1,1.05263157894737,1,2.36842105263158,2,0,0,0,0,0,2,0,0,0,0,0,5,0,0,5,1,1,0,15.9473684210526,0.0320065173684211
"Electrovaya Inc.","Electrovaya","Electrovaya","electrovaya.com/",1,0,0,1,37,"FirmSize.SMALL_FIRM",1,17,186348,10961.6470588235,1979,10,1,1,1,2.8,4,1,21,15,0,5,27,0,5,23,3,13,10,5,9,9,4,1,1,18,0.051157773
"Element One","Element One","Element One","elementonescreens.com/",1,0,0,1,16,"FirmSize.SMALL_FIRM",1,107,425526,3976.8785046729,2013,3,1,1,1,2.66666666666667,3,1,4,3,5,6,9,0,3,1,1,0,4,7,0,1,4,1,0,0.333333333333333,0.00411523333333333
"Elenion Technologies","Elenion Technologies","Elenion Technologies","elenion.com/",1,0,0,1,55,"FirmSize.EU_MEDIUM_FIRM",1,8,10697,1337.125,2017,10,1,1,1,3.1,4,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0.2,0
"Elwha LLC","Elwha","Elwha","elwha.org/",1,0,0,1,108,"FirmSize.EU_MEDIUM_FIRM",1,46,255721,5559.15217391304,2013,676,2,1,1,7.70710059171598,6.5,0,2,7,6,7,19,1,27,1,4,1,1,5,13,0,19,10,0,0.973372781065089,0.00120943775
"Em-Tech LLC","Em-Tech","Em-Tech","em-techinc.com/",0,1,1,2,10,"FirmSize.SMALL_FIRM",1,16,31364,1960.25,2002,8,2,1,2,2.125,8,0,1,4,5,5,6,0,0,0,2,0,1,0,0,0,2,1,0,4.25,-0.00915634125
"Embro Corporation","Embro","Embro","",1,0,0,1,5,"FirmSize.MICRO_FIRM",1,NA,NA,NA,1977,260,2,1.01153846153846,1,2.82692307692308,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7073170731707,0.0597758950203252
"EMC Corporation","EMC","EMC","emcins.com/",1,0,1,2,72000,"FirmSize.LARGE_FIRM",0,30,15426,514.2,1976,5181,5,1.00714147847906,1,3.01254584057132,3.4,0,4,3,7,6,7,0,9,1,13,4,1,9,11,4,12,3,0,15.9019798136646,0.0983113945494953
"EMD Technologies Inc.","EMD Technologies","EMD Technologies","emd-technologies.com/",0,1,0,1,2912,"FirmSize.LARGE_FIRM",0,14,153506,10964.7142857143,1987,135,1,1,1,2.4,5,4,0,0,1,1,11,0,0,0,1,0,5,0,0,4,2,1,0,29.9179104477612,0.0576937023134328
"Empire Technology Development LLC","Empire Technology Development","Empire Technology Development","empirelabauto.com/index.html",1,1,1,3,3,"FirmSize.MICRO_FIRM",1,13,25007,1923.61538461538,2010,1396,17,1.00071633237822,1,1.43194842406877,1.41176470588235,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.825089605734767,0.0367253842551971
"Energen","Energen","Energen","energen.com/",1,1,0,2,390,"FirmSize.US_MEDIUM_FIRM",1,10,46538,4653.8,2001,17,2,1,1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41176470588235,0.0560007735294118
"ENERGY ENGINEERING SYSTEMS","ENERGY ENGINEERING SYSTEMS","ENERGY ENGINEERING SYSTEMS","",0,1,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2012,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3333335
"ENERGY INDEPENDENCE OF AMERICA CORP.","ENERGY INDEPENDENCE OF AMERICA CORP","ENERGY INDEPENDENCE OF AMERICA CORP","",0,1,0,1,30,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2016,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Energysolutions","Energysolutions","Energysolutions","energysolutions.com/",1,0,0,1,2500,"FirmSize.LARGE_FIRM",0,19,319415,16811.3157894737,2010,11,2,1,1,3.54545454545455,1,0,1,0,0,1,19,0,0,0,0,0,5,0,0,6,3,1,0,0.727272727272727,-0.0486420818181818
"Enginuity Worldwide","Enginuity Worldwide","Enginuity Worldwide","enginuityww.webstarts.com/",0,1,0,1,4,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2014,5,1,1,1,1.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,-0.0138889
"Englewood Lab","Englewood Lab","Englewood Lab","englewoodlab.com/",1,0,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,14,34506,2464.71428571429,2016,2,2,1,1,2,2,0,12,5,1,1,18,1,1,0,4,0,10,1,0,13,4,2,0,0.5,0
"ENI S.p.A.","ENI SpA","ENI SpA","eni.com/en_IT/home.page",1,1,0,2,18785,"FirmSize.LARGE_FIRM",0,11,154710,14064.5454545455,2000,233,6,1.69957081545064,1.6,3.51931330472103,5.2,1,140,144,35,28,184,14,88,16,141,235,5,25,50,9,63,14,0,2.41630901287554,0.0480175296995708
"ENI Technology","ENI Technology","ENI Technology","eni.com/en_IT/innovation.page",1,1,0,2,18785,"FirmSize.LARGE_FIRM",0,2,21621,10810.5,1998,52,4,1,1,2.23076923076923,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,0.0127881506
"eNow","eNow","eNow","enowenergy.com/",0,1,0,1,12,"FirmSize.SMALL_FIRM",1,29,412695,14230.8620689655,1991,3,1,1,1,4.33333333333333,5,1,10,7,2,2,17,0,19,19,6,11,4,4,10,3,4,0,0,10,0.0158046
"Ensyn Renewables","Ensyn Renewables","Ensyn Renewables","ensyn.com/",0,1,0,1,33,"FirmSize.SMALL_FIRM",1,29,210090,7244.48275862069,2005,25,3,1.04,1,2.4,3.66666666666667,0,7,3,5,5,23,0,3,1,12,14,0,0,1,1,3,1,0,5.36,-0.0624689364
"Entech Solar","Entech Solar","Entech Solar","entechsolutions.us/",0,1,0,1,18,"FirmSize.SMALL_FIRM",1,10,34610,3461,2015,4,1,1,1,2.25,1,0,8,2,1,0,4,4,3,3,5,10,2,0,0,9,4,1,0,0.25,-0.010869575
"Entegris","Entegris","Entegris","entegris.com/",1,0,0,1,3500,"FirmSize.LARGE_FIRM",0,67,684652,10218.6865671642,2001,380,3,1.01052631578947,1,3.15263157894737,2.33333333333333,5,26,39,21,23,143,11,22,0,43,4,32,12,9,27,22,7,0,4.69553072625698,0.00585295641340782
"Envision Solar International","Envision Solar","Envision Solar","envisionsolar.com/",0,1,0,1,28,"FirmSize.SMALL_FIRM",1,20,61844,3092.2,2010,3,1,1,1,2.33333333333333,3,2,1,4,0,0,9,1,14,2,1,3,0,4,4,0,2,1,0,2.66666666666667,0.0588236666666667
"Envisionit LLC","Envisionit","Envisionit","envisionit.com/",1,0,0,1,58,"FirmSize.EU_MEDIUM_FIRM",1,42,369433,8796.02380952381,2010,18,1,1,1,2.77777777777778,2,0,14,6,5,13,11,0,1,3,23,0,12,10,1,14,8,3,0,3.46666666666667,-0.000219235466666667
"EPCOS AG","EPCOS AG","EPCOS AG","en.tdk-electronics.tdk.com/",1,0,0,1,23610,"FirmSize.LARGE_FIRM",0,128,1911858,14936.390625,2000,611,1,1.01800327332242,1,2.69721767594108,6,0,6,39,23,18,43,4,2,0,72,7,20,29,9,87,27,0,0,3.85737704918033,0.0399189449672131
"Epizyme","Epizyme","Epizyme","epizyme.com/",0,0,1,1,149,"FirmSize.EU_MEDIUM_FIRM",1,18,260981,14498.9444444444,2013,62,1,1.03225806451613,2,4.62903225806452,7,0,39,11,6,2,6,7,14,33,39,2,0,4,7,2,5,1,0,5.14516129032258,-0.0687161214516129
"ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS","escapetherapeutics.com/",0,0,1,1,15,"FirmSize.SMALL_FIRM",1,34,67505,1985.44117647059,2014,10,2,1,1,1.3,1.5,0,7,0,0,0,1,2,2,7,0,0,0,0,0,0,4,2,0,0.3,0.00833333
"eSionic Corp.","eSionic Corp","eSionic Corp","",1,0,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2015,3,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Esolar","Esolar","Esolar","esolar.solar/",0,1,0,1,59100,"FirmSize.LARGE_FIRM",0,10,69159,6915.9,2011,15,1,1,1,3.66666666666667,5,0,0,1,1,1,2,0,0,0,0,4,3,0,1,5,2,1,0,2.4,0.0219867566666667
"Ethicon Endo-Surgery","Ethicon Endo-Surgery","Ethicon Endo-Surgery","ethicon.com/",0,0,1,1,5386,"FirmSize.LARGE_FIRM",0,2,42075,21037.5,1994,2105,2,1.00807600950119,1,3.8921102661597,8.5,0,5,5,0,2,0,3,2,1,0,1,1,1,1,1,2,1,1,128.676702862784,-0.0354622328713722
"Ethox Chemicals","Ethox Chemicals","Ethox Chemicals","blog.ethox.com/",1,0,0,1,73,"FirmSize.EU_MEDIUM_FIRM",1,12,104224,8685.33333333333,2000,30,1,1,1,2.03333333333333,3,0,1,1,0,0,2,0,1,0,0,0,4,0,0,2,1,1,0,6.1,0.044441841
"Evernote Corporation","Evernote","Evernote","evernote.com/",1,0,0,1,488,"FirmSize.US_MEDIUM_FIRM",1,56,1004561,17938.5892857143,1989,46,1,1.06521739130435,2,3.04347826086957,1,0,0,1,2,1,0,0,0,0,0,0,0,1,5,1,2,1,0,2.5,0.0401474360526316
"Everspin Technologies","Everspin Technologies","Everspin Technologies","everspin.com/",1,1,0,2,121,"FirmSize.EU_MEDIUM_FIRM",1,46,218120,4741.73913043478,2008,188,5,1.00531914893617,1.25,3.22872340425532,4.75,1,1,8,4,2,15,0,3,0,9,0,0,0,1,0,3,1,0,2.97311827956989,0.0368568431182796
"Evoqua Water Technologies LLC","Evoqua Water Technologies","Evoqua Water Technologies","evoqua.com/",1,0,0,1,2759,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2014,94,1,1,1,2.74468085106383,3,0,1,43,5,3,5,0,0,0,8,1,10,2,7,11,10,1,0,0.735632183908046,-0.00311990208045977
"Evri","Evri","Evri","everi.com/",0,1,0,1,1000,"FirmSize.LARGE_FIRM",0,71,1590511,22401.5633802817,2004,16,1,1.1875,1,4.875,1,1,0,0,0,0,1,0,2,0,5,0,2,0,2,2,4,2,0,19,-0.00213555775
"Exatec LLC","Exatec","Exatec","",1,0,0,1,24,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2001,48,1,1.04166666666667,2,2.77083333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12765957446809,0.0540931891489362
"Excelsior Nanotech Corporation","Excelsior Nanotech","Excelsior Nanotech","",1,0,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2016,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"EXOS LLC","EXOS","EXOS","teamexos.com/",1,0,0,1,2776,"FirmSize.LARGE_FIRM",0,19,272431,14338.4736842105,2015,4,1,1,1,1.25,1,0,3,4,3,3,4,1,4,1,5,0,0,2,10,14,6,2,0,0.25,-0.0008143325
"Express Imaging Systems","Express Imaging Systems","Express Imaging Systems","eiscallcenter.com/",0,1,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,8,26348,3293.5,2012,41,2,1,1,1.51219512195122,1,0,1,10,1,1,10,0,2,0,10,0,2,0,2,14,2,1,1,5.44736842105263,0.0159813652631579
"Extech/Exterior Technologies","Extech/Exterior Technologies","Extech/Exterior Technologies","extechinc.com/",0,1,0,1,29,"FirmSize.SMALL_FIRM",1,54,1245523,23065.2407407407,1996,19,1,1,1,2.15789473684211,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78947368421053,0.0154594847368421
"ExxonMobil Research and Engineering Company","ExxonMobil Research and Engineering Company","ExxonMobil Research and Engineering Company","corporate.exxonmobil.com/en/energy/research-and-development",1,1,1,3,62362,"FirmSize.LARGE_FIRM",0,11,339909,30900.8181818182,2000,1342,10,1.02011922503726,1.11111111111111,4.01713859910581,4.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3159073935773,0.0347288420911128
"ExxonMobil Upstream Research Company","ExxonMobil Upstream Research Company","ExxonMobil Upstream Research Company","corporate.exxonmobil.com/",1,0,0,1,62362,"FirmSize.LARGE_FIRM",0,7,223948,31992.5714285714,2000,800,1,1.02875,1,3.305,4,3,120,134,46,80,271,16,103,39,101,46,24,17,18,31,106,4,0,7.86574654956085,0.00997214931493099
"Fairchild Semiconductor Corporation","Fairchild Semiconductor","Fairchild Semiconductor","onsemi.com/",0,1,0,1,7690,"FirmSize.LARGE_FIRM",0,369,25021532,67809.0298102981,1986,1208,1,1.00082781456954,1,2.24337748344371,1,1,1,5,7,6,11,2,3,0,84,1,17,13,1,15,7,1,0,12.7352697095436,0.044628972526971
"FastCAP Systems Corporation","FastCAP Systems","FastCAP Systems","nanoramic.com/",1,0,0,1,20,"FirmSize.SMALL_FIRM",1,19,52339,2754.68421052632,2014,10,1,1,1,4.1,5,7,10,4,4,2,16,3,7,10,1,0,0,8,7,0,10,1,0,1.3,0.003465112
"Faurecia Interior Systems","Faurecia Interior Systems","Faurecia Interior Systems","faurecia.com/en",0,0,1,1,350,"FirmSize.US_MEDIUM_FIRM",1,37,336972,9107.35135135135,2007,62,1,1,1,1.95161290322581,3,1,5,13,6,6,19,4,9,13,18,11,5,4,1,5,12,3,0,1.66129032258065,-0.00859557258064516
"Federal Signal Corporation","Federal Signal","Federal Signal","federalsignal.com/",0,1,0,1,2800,"FirmSize.LARGE_FIRM",0,37,115234,3114.43243243243,1977,115,1,1.03478260869565,1,2.07826086956522,2,0,1,3,5,1,6,0,4,0,0,1,3,2,0,3,2,1,0,16.2978723404255,0.167573098765957
"FEI Company","FEI Company","FEI Company","fei.com/careers/",1,0,1,2,2800,"FirmSize.LARGE_FIRM",0,46,722484,15706.1739130435,1993,442,4,1.02488687782805,1.33333333333333,3.12669683257919,2.66666666666667,3,16,9,1,2,16,1,2,2,0,0,1,6,3,1,2,1,0,6.06818181818182,0.0189797270227273
