firm name,url,LinkedIn employees,LinkedIn url,LinkedIn matched name,jaro-winkler distance result
AMPT,ampt.com/,33,https://www.linkedin.com/company/gear-five-studio,AMPT,0
DNA Twopointo,atum.bio/,72,https://www.linkedin.com/company/wireless-dna,Wireless DNA Inc.,17
NANOBIO CORPORATION,bluewillow.com/,34,https://www.linkedin.com/company/nanobio-corporation,NanoBio Corporation,17
Galemed Corporation,galemed.com/manager/eService/RC08-all_0225.pdf,36,https://www.linkedin.com/company/aqf-ltd,AQF Ltd,6
Inphenix,inphenix.com/,53,https://www.linkedin.com/company/united-sheet-metal-co,United Sheet Metal Co,19
Marine Polymer Technologies,marinepolymer.com/,101,https://www.linkedin.com/company/reynolds-polymer-technology,Reynolds Polymer Technology,26
Mitsubishi Metal Corporation,mitsubishicorp.com/jp/en/bg/metals/,4854,https://www.linkedin.com/company/mitsubishi-corporation,Mitsubishi Corporation,11
Unistrut International Corp.,unistrut.us/,719,https://www.linkedin.com/company/atkore-international,Atkore International,19
Waters Technologies Corporation,waters.com/waters/home.htm?locale=en_US,5879,https://www.linkedin.com/company/waters,Waters Corporation,12
Advanced Silicon Group,advancedsilicongroup.com/,12991,https://www.linkedin.com/company/synopsys,Synopsys Inc,21
INFINEUM INTERNATIONAL LIMITED,infineum.com/,1350,https://www.linkedin.com/company/infineum,Infineum,15
RADIANCE SOLAR,radiancesolar.com/,50,https://www.linkedin.com/company/hannah-solar-llc,Hannah Solar,14
Sensor Electronic Technology,s-et.com/,35,https://www.linkedin.com/company/sensor-electronic-technology-inc,"Sensor Electronic Technology, Inc",5
Selecta Biosciences,selectabio.com/,36,https://www.linkedin.com/company/selecta-bio,Selecta Biosciences,0
Sumco Corporation,sumco.com/,416,https://www.linkedin.com/company/sumco,SUMCO,4
ECOSYNTHETIX LTD.,ecosynthetix.com/,2012,https://www.linkedin.com/pub/vahid-noeei/16/8b6/17b?trk=biz...pub,Vahid Noeei - Sr. R&D chemist - Lorama Group,44
MEDport,medport.com/,123,https://www.linkedin.com/company/tmpa,Tanger Med Port Authority,24
NanoMech,nanomech.com/,37,https://www.linkedin.com/company/nanomech-llc,NanoMech Inc.,5
SunPower Corporation,us.sunpower.com/,4007,https://www.linkedin.com/company/sunpower-corporation,SunPower Corporation,12
Advanced Cell Technology,astellas.us/therapeutic/rnd/airm.aspx,206,https://www.linkedin.com/company/pct-cell-therapy-services,"Hitachi Chemical Advanced Therapeutics Solutions, LLC",51
Anelva Corporation,canon-anelva.co.jp/english/,37,https://www.linkedin.com/company/canon-anelva,Canon Anelva,12
KINO LLC,kinolorber.com/,37,https://www.linkedin.com/company/kino-lorber-incorporated,"Kino Lorber, Incorporated",24
Pinnacle Technology,pinnacle-technology.com/,61,https://www.linkedin.com/company/pinnacle-technology-pvt-ltd-,Pinnacle Technology Pvt Ltd.,9
Conversant Intellectual Property Management Inc.,conversantip.com/,76,https://www.linkedin.com/company/solacom-technologies-inc,Solacom Technologies,41
Deep Science,deepscience.ai/,40,https://www.linkedin.com/company/deep-science-ventures,Deep Science Ventures,9
InVisage Technologies,envisagenow.com/,169,https://www.linkedin.com/company/adesto-technlogies,Adesto Technologies,20
G.D.O. Inc,golfdigest.co.jp/,4713,https://www.linkedin.com/company/conde-nast,Condé Nast,10
MicroLink Devices,mldevices.com/,68,https://www.linkedin.com/company/microlink,Microlink,9
Rebellion Photonics,rebellionphotonics.com/,38,https://www.linkedin.com/company/rebellion-photonics,Rebellion Photonics,0
Esolar,esolar.solar/,41,https://www.linkedin.com/company/baywa-r-e-solar-projects-llc,BayWa r.e. Solar Projects LLC / Americas,39
Renmatix,renmatix.com/,40,https://www.linkedin.com/company/renmatix,Renmatix,0
Amtech Systems,amtechsystems.com/,1981,https://www.linkedin.com/company/amtech_2,Amtech Software,6
Ecovative Design,ecovativedesign.com/,39,https://www.linkedin.com/company/ecovative-design,Ecovative,7
OSI Optoelectronics,osioptoelectronics.com/,663,https://www.linkedin.com/company/osi-systems,OSI Systems,14
Yissum,yissum.co.il/,51,https://www.linkedin.com/company/ramot-at-tel-aviv-university-ltd-,Ramot at Tel Aviv University Ltd.,33
Blue Sea Systems,bluesea.com/,91,https://www.linkedin.com/company/bluesea-group,Bluesea Group,12
Empire Technology Development LLC,empirelabauto.com/index.html,416,https://www.linkedin.com/company/empire-state-development,Empire State Development,21
iBio,ibioinc.com/,39,https://www.linkedin.com/company/ibio-inc-,"iBio, Inc.",6
All Power Labs,allpowerlabs.com/,50,https://www.linkedin.com/company/exelon-powerlabs,Exelon PowerLabs,16
Opel Solar,opelinc.com/,42,https://www.linkedin.com/company/opel-international,OPEL International,15
R.A. Miller Industries,rami.com/,135,https://www.linkedin.com/company/rami,Rami,19
Selas Heat Technology Company LLC,selas.com/,43,https://www.linkedin.com/company/selas-heat-technology,Selas Heat Technology,8
Vadient Optics,vadient.com/,44,https://www.linkedin.com/company/oledworks-llc,OLEDWorks,14
Voxtel,voxtel-inc.com/,41,https://www.linkedin.com/company/voxtel-inc.,Voxtel Inc.,5
Combined Energies,combined-energies.com/,1463,https://www.linkedin.com/company/ifp-energies-nouvelles,IFP Energies nouvelles,20
Marathon Equipment Company,marathonequipment.com/,126,https://www.linkedin.com/company/environmental-solutions-group,Environmental Solutions Group,28
Pixelligent Technologies,pixelligent.com/,68,https://www.linkedin.com/company/saiontz-&-kirk-p.a.,"Saiontz & Kirk, P.A.",24
Amprius,amprius.com/,44,https://www.linkedin.com/company/amprius-inc,Amprius Inc,4
Hysitron Incorporated,hysitron.com/,45,https://www.linkedin.com/company/hysitron-inc-,"Hysitron, Inc.",6
Nippon Shokubai Co.,shokubai.co.jp/en/,100,https://www.linkedin.com/company/nippon-shokubai-europe,Nippon Shokubai Europe,6
Cristal USA Inc.,cristal.com/,2345,https://www.linkedin.com/company/cristal-global,Cristal,4
Basell Polyolefine GmbH,lyondellbasell.com/,9635,https://www.linkedin.com/company/lyondell-basell,LyondellBasell,17
Conexant Systems,synaptics.com/,844,https://www.linkedin.com/company/conexant,Conexant,8
Claret Medical,claretmedical.com/,49,https://www.linkedin.com/company/claret-medical,Claret Medical now a part of Boston Scientific,32
Koch Biological Solutions,kochbiologicalsolutions.com/,903,https://www.linkedin.com/company/koch-business-solutions-kbs-,Koch Business Solutions (KBS),23
Pioneer Energy,mypioneerenergy.com/,906,https://www.linkedin.com/company/pioneer-energy-services,Pioneer Energy Services,9
Owens-Brockway Glass Container Inc.,o-i.com/,10796,https://www.linkedin.com/company/o-i,O-I,29
Solar Junction Corporation,sj-solar.com/,48,https://www.linkedin.com/company/solar-junction,Solar Junction Corporation,12
Lehigh Technologies,lehightechnologies.com/,48,https://www.linkedin.com/company/lehigh-technologies,Lehigh Technologies,0
Virent,virent.com/,49,https://www.linkedin.com/company/virent-inc,"Virent, Inc",5
Avertech,avertech.com.sg/,54,https://www.linkedin.com/company/av-tech-corporation,AV TECH Corporation,18
Buckman Laboratories International,buckman.com/,1557,https://www.linkedin.com/company/buckman,Buckman,13
ExxonMobil Research and Engineering Company,corporate.exxonmobil.com/en/energy/research-and-development,314,https://www.linkedin.com/company/exxonmobil-development-company,Exxonmobil Development Company,30
Galectin Therapeutics,galectintherapeutics.com/,51,https://www.linkedin.com/company/galectin-therapeutics,Galectin Therapeutics,0
NeuMoDx Molecular,neumodx.com/,51,https://www.linkedin.com/company/neumodx-molecular-inc.,NeuMoDx,10
Michigan Biotechnology Institute,mbi.org/,51,https://www.linkedin.com/company/mbi-international,MBI (Michigan Biotechnology Institute),37
Pharmion Corporation,celgene.com/,52,https://www.linkedin.com/company/pharmion,Pharmion,0
Biosphere Medical,merit.com/interventional-oncology-spine/embolotherapy/,128,https://www.linkedin.com/company/biosphere-corp-,Biosphere Corporation,11
Sion Power Corporation,sionpower.com/,93,https://www.linkedin.com/company/sion_3,SION,9
SunCulture Solar Inc.,solpad.com/,55,https://www.linkedin.com/company/sunculture-kenya-limited,SunCulture Kenya Ltd.,10
Arcturus Therapeutics,arcturusrx.com/,71,https://www.linkedin.com/company/rakuten-aspyrian,Rakuten Aspyrian,20
Antaya Technologies Corporation,antaya.com/,67,https://www.linkedin.com/company/fraen-corporation,Fraen Corporation,19
Envisionit LLC,envisionit.com/,55,https://www.linkedin.com/company/envisionit-agency,envisionit,1
Gram Power,grampower.com/about-us/,66,https://www.linkedin.com/company/husk-power-systems,Husk Power Systems,12
Silicor Materials Inc.,silicormaterials.com/,102,https://www.linkedin.com/company/sila-nanotechnologies-inc-,Sila Nanotechnologies Inc.,22
Bioneer Corporation,us.bioneer.com/,55,https://www.linkedin.com/company/bioneer,Bioneer A/S,4
Clearside Biomedical,clearsidebio.com/,58,https://www.linkedin.com/company/clearside-biomedical-inc-,"Clearside Biomedical, Inc.",6
Solutia Inc.,eastman.com/Pages/solutia.aspx,53,https://www.linkedin.com/company/solutia-global-health-solutions-s-l-,Solutia Global Health Solutions S.L.,29
K.S. INTERNATIONAL CO.,ksandco.com/,34,https://www.linkedin.com/company/ksco,Ksco,4
Advanced Analogic Technologies,analogictech.com/,697,https://www.linkedin.com/company/analogic,Analogic,29
Locus Energy,locusenergy.com/,56,https://www.linkedin.com/company/locus-energy,Locus Energy,0
Floadia Corporation,floadia.com/,13017,https://www.linkedin.com/school/usouthflorida/,University of South Florida,27
SEEK THERMAL,thermal.com/,59,https://www.linkedin.com/company/seek-thermal,Seek Thermal,9
Caribou Biosciences,cariboubio.com/,77,https://www.linkedin.com/company/cz-biohub,CZ Biohub,17
Elenion Technologies,elenion.com/,93,https://www.linkedin.com/company/rockleyphotonics,Rockley Photonics Inc.,21
Little Kids,littlekidsinc.com/,2250,https://www.linkedin.com/company/all-children%27s-hospital,Johns Hopkins All Children's Hospital,37
Cetac Technologies Inc.,teledynecetac.com/,1847,https://www.linkedin.com/company/teledyne-technologies-incorporated,Teledyne Technologies Incorporated,32
ACUCELA INC.,acucela.com/,59,https://www.linkedin.com/company/acucela-inc.,Acucela Inc.,11
ASTUTE MEDICAL,astutemedical.com/,101,https://www.linkedin.com/company/acutus-medical-inc-,"Acutus Medical, Inc.",17
GangaGen,gangagen.com/,58,https://www.linkedin.com/company/gangagen-inc,"GangaGen, Inc",5
LG NANOH2O,lgwatersolutions.com/en/main,58,https://www.linkedin.com/company/lgwatersolutions,LG Chem / LG Water Solutions,25
Ceramatec,ceramtec.com/,61,https://www.linkedin.com/company/ceramatec-inc.,"Ceramatec, Inc.",6
Quallion LLC,enersys.com/default.aspx?langType=1033,61,https://www.linkedin.com/company/quallion,Quallion,0
Sienna Biopharmaceuticals,siennabio.com/,61,https://www.linkedin.com/company/sienna-biopharmaceuticals,Sienna Biopharmaceuticals,0
Sienna Labs,siennabio.com/,61,https://www.linkedin.com/company/sienna-biopharmaceuticals,Sienna Biopharmaceuticals,18
UWM Research Foundation,uwmrf.org/,5872,https://www.linkedin.com/school/university-of-wisconsin-milwaukee/,University of Wisconsin-Milwaukee,30
Big Belly Solar,bigbelly.com/,64,https://www.linkedin.com/company/bigbelly-solar,Bigbelly,11
CAMBRIDGE ENTERPRISE LIMITED,enterprise.cam.ac.uk/,570,https://www.linkedin.com/company/cam_technology,Cambridge Technology (CT),25
aTyr Pharma,investors.atyrpharma.com/,63,https://www.linkedin.com/company/atyr-pharma,aTyr Pharma,0
Mission Product Holdings,mission.com/,136,https://www.linkedin.com/company/obegi-consummer-products,Obegi Consumer Products Holding,29
Bitrode Corporation,bitrode.com/,80,https://www.linkedin.com/company/sovema-spa,SOVEMA GROUP S.p.A.,19
NICHIA CORPORATION,nichiha.com/,64,https://www.linkedin.com/company/nichia-corporation,Nichia Corporation,17
PetraSolar,petrasystems.com/,61,https://www.linkedin.com/company/petra-solar,"Petra Systems, Inc.",14
Community Power Corporation,cpwrfcu.org/,66,https://www.linkedin.com/company/community-energy-inc,"Community Energy, Inc.",12
Fina Technology,finatg.com/,2010,https://www.linkedin.com/company/pos-mall,"FINA Industrial Co., Ltd.",23
Angaza Design,angaza.com/,66,https://www.linkedin.com/company/angaza,Angaza,7
Phillips 66 Company,phillips66.com/,66,https://www.linkedin.com/company/phillips66co,Phillips 66,8
KOLO TECHNOLOGIES,kolomedical.com/,80,https://www.linkedin.com/company/kolo,Kolo,16
Heliae Development,heliae.com/,68,https://www.linkedin.com/company/heliae,Heliae,12
Shoals Technologies Group,shoals.com/,67,https://www.linkedin.com/company/shoals-technologies-group,Shoals Technologies Group,0
SOLAZYME,solazyme.com/,1494,https://www.linkedin.com/company/corbion,Corbion,8
TerraVia Holdings,terravia.com/,544,https://www.linkedin.com/company/amyris-inc,Amyris,16
VEECO PRECISION SURFACE PROCESSING LLC,veeco.com/technologies-and-products/precision-surface-processing-systems,1001,https://www.linkedin.com/company/veeco-instruments,Veeco,33
Liquidia Technologies,liquidia.com/,71,https://www.linkedin.com/company/liquidia-technologies,Liquidia Technologies,0
Minebea Co.,minebeamitsumi.com/english/,283,https://www.linkedin.com/company/minebea-intec,Minebea Intec,5
Nantero,nantero.com/,68,https://www.linkedin.com/company/nantero,Nantero,0
Chipmos Technologies Inc.,chipmos.com/index-en.aspx,71,https://www.linkedin.com/company/chipmos-usa,Chipmos Usa,12
Faurecia Interior Systems,faurecia.com/en,28506,https://www.linkedin.com/company/faurecia,Faurecia,17
McAlister Technologies,mcallister.com/,49,https://www.linkedin.com/company/crs-technologies-pty-ltd,CRS Technologies (Pty) Ltd,26
Photon Dynamics,orbotech.com/,72,https://www.linkedin.com/company/photon-dynamics,Photon Dynamics,0
SAE Magnetics (HK) Ltd.,sae.com.hk/,2160,https://www.linkedin.com/company/sae,SAE,15
Ethox Chemicals,blog.ethox.com/,85,https://www.linkedin.com/company/starchem-llc,"StarChem, LLC.",14
Nippon Chemi-Con Corporation,chemi-con.co.jp/e/index.html,74,https://www.linkedin.com/company/united-chemi-con-inc-,United Chemi-Con Inc.,11
ProNAi Therapeutics,sierraoncology.com/,75,https://www.linkedin.com/company/sierra-oncology,Sierra Oncology,18
TheGreenCell,thegreencell.com/,71,https://www.linkedin.com/company/greencell-ltd,Greencell Ltd,11
NLT TECHNOLOGIES,tianma.co.jp/en/,87,https://www.linkedin.com/company/new-line-technologies,New Line Technologies,19
Crossbar,crossbar-inc.com/en/,74,https://www.linkedin.com/company/crossbar-inc,Crossbar Inc.,5
National Education Corporation,nationaleducation.com/,74,https://www.linkedin.com/company/national-education-foundation,National Education Foundation,11
BP Corporation North America Inc.,bp.com/en_us/bp-us.html,82610,https://www.linkedin.com/company/bp,BP,14
NanoLab,nano-lab.com/,75,https://www.linkedin.com/company/nanolab-technologies,Nanolab Technologies,14
Weatherford Canada Partnership,weatherford.com/,31325,https://www.linkedin.com/company/weatherford,Weatherford,19
Canon Nanotechnologies,cnt.canon.com/,76,https://www.linkedin.com/company/canon-nanotechnologies,Canon Nanotechnologies,0
Nanoco Technologies,nanocotechnologies.com/,78,https://www.linkedin.com/company/nanoco-technologies,Nanoco Technologies Ltd,4
Sharp Laboratories of America,sharplabs.com/,75,https://www.linkedin.com/company/sharp-labs-of-america,Sharp Labs of America,19
InView Technology Corporation,inview.tv/,75,https://www.linkedin.com/company/inview-technology-ltd-,Inview Technology Ltd.,6
Takara Bio Inc.,takarabio.com/,181,https://www.linkedin.com/company/takarabiousa,"Takara Bio USA, Inc.",10
Poly-Med,poly-med.com/,426,https://www.linkedin.com/company/poly-medicure-ltd,Poly Medicure Ltd,10
ASCENT SOLAR TECHNOLOGIES,ascentsolar.com/,80,https://www.linkedin.com/company/ascent-solar-technologies-inc-,"Ascent Solar Technologies, Inc.",26
Siluria Technologies,siluria.com/,147,https://www.linkedin.com/company/energyrecovery,"Energy Recovery, Inc.",21
APPLIED STEMCELL,appliedstemcell.com/,82,https://www.linkedin.com/company/applied-stemcell,"Applied StemCell, Inc.",18
SolarReserve Technology,solarreserve.com/en/technology,84,https://www.linkedin.com/company/solarreserve,SolarReserve,11
BioNano Genomics,bionanogenomics.com/,101,https://www.linkedin.com/company/clinical-genomics,Clinical Genomics,17
SolarCity Corporation,tesla.com/solarpanels?energy_redirect=true,3516,https://www.linkedin.com/company/solarcity,SolarCity,0
Applied Genetic Technologies Corporation,agtc.com/,115,https://www.linkedin.com/company/trans-ova-genetics,Trans Ova Genetics,27
American Piledriving Equipment,apevibro.com/,84,https://www.linkedin.com/company/americanpiledrivingequipment,American Piledriving Equipment Inc.,5
Calient Technologies,calient.net/,87,https://www.linkedin.com/company/calient-technologies-inc-,CALIENT Technologies Inc.,11
Kala Pharmaceuticals,kalarx.com/,108,https://www.linkedin.com/company/kala-pharmaceuticals,Kala Pharmaceuticals,0
SB ENERGY,softbank.jp/en/energy/,165,https://www.linkedin.com/company/link-legal-india-law-services,Link Legal India Law Services,29
bioTheranostics,biotheranostics.com/,88,https://www.linkedin.com/company/biotheranostics,"Biotheranostics, Inc.",8
WHATSAPP INC.,whatsapp.com/,657,https://www.linkedin.com/company/whatsapp-inc,WhatsApp Inc.,11
Mainstream Engineering Corp.,mainstream-engr.com/,85,https://www.linkedin.com/company/mainstream-engineering-corporation,Mainstream Engineering Corporation,7
Englewood Lab,englewoodlab.com/,92,https://www.linkedin.com/company/englewood-lab-llc,Englewood Lab,0
Daikin Industries,daikin.com/,2087,https://www.linkedin.com/company/daikin-applied,Daikin Applied Americas,16
IMRA America,imra.com/,89,https://www.linkedin.com/company/imra-america-inc.,"IMRA America, Inc.",6
Gardner-Gibson,gardner-gibson.com/,90,https://www.linkedin.com/company/gardner-gibson-inc-,"Gardner-Gibson, Inc.",6
SunLink Corporation,sunlink.com/,91,https://www.linkedin.com/company/sunlink,SunLink,0
OrbusNeich Medical,orbusneich.com/,92,https://www.linkedin.com/company/orbusneich-medical,OrbusNeich Medical,0
BASF Plant Science GmbH,agriculture.basf.com/us/en.html,59972,https://www.linkedin.com/company/basf,BASF,14
BTU International,btutilities.com/,96,https://www.linkedin.com/company/bryan-texas-utilities,Bryan Texas Utilities,20
Shimadzu Corporation,shimadzu.com/,695,https://www.linkedin.com/company/shimadzu-corporation,SHIMADZU CORPORATION,19
Oceanit Laboratories,oceanit.com/,99,https://www.linkedin.com/company/oceanit,Oceanit,13
PLEX LLC,plex.tv/,565,https://www.linkedin.com/company/plex-systems-inc-,"Plex Systems, Inc.",17
Kashiv Pharma,kashivpharma.com/,109,https://www.linkedin.com/company/adello-biologics-llc,"Adello Biologics, LLC",20
Cool Planet Energy Systems,coolplanet.com/,100,https://www.linkedin.com/company/cool-planet-energy-systems,Cool Planet,15
Intellectual Keystone Technology LLC,ikt.us.com/,103,https://www.linkedin.com/company/keystone-strategy,Keystone Strategy,31
Revera,reveraliving.com/,3277,https://www.linkedin.com/company/revera-inc,Revera Inc.,5
SELMAN AND ASSOCIATES,selmanlog.com/,107,https://www.linkedin.com/company/selman-&-company,Selman & Company,19
Sila Nanotechnologies,silanano.com/,184,https://www.linkedin.com/company/sila-heating-&-air-conditioning,Sila,17
Phoseon Technology,phoseon.com/,103,https://www.linkedin.com/company/phoseon-technology,Phoseon Technology,0
Stanley Electric Co.,stanley.co.jp/e/,408,https://www.linkedin.com/company/stanley-electric-u.s.-co.-inc.,"Stanley Electric U.S. Co., Inc.",14
Elwha LLC,elwha.org/,106,https://www.linkedin.com/company/lower-elwha-klallam-tribe,Lower Elwha Klallam Tribe,24
OPTERRA ENERGY SERVICES,engieservices.us/,102,https://www.linkedin.com/company/opterra-energy-group,OpTerra Energy Services,17
GED Intergrated Solution,gedusa.com/,114,https://www.linkedin.com/company/ged-testing-service,GED Testing Service,19
Swift Engineering,swiftengineering.com/,106,https://www.linkedin.com/company/swift-engineering-inc.,"Swift Engineering, Inc.",6
Pioneer Hi Bred International Inc,dupont.com/corporate-functions/our-company/businesses/pioneer.html,9174,https://www.linkedin.com/company/dupont-pioneer,DuPont Pioneer,15
Triple Ring Technologies,tripleringtech.com/,106,https://www.linkedin.com/company/triple-ring-technologies,Triple Ring Technologies,0
Ube Industries,ube-ind.co.jp/ube/en/index.html,166,https://www.linkedin.com/company/ube-corporation-europe-sa,UBE Corporation Europe,20
Ostendo Technologies,ostendo.com/,110,https://www.linkedin.com/company/ostendo-technologies,Ostendo Technologies,0
Kinestral Technologies,kinestral.com/,113,https://www.linkedin.com/company/kinestral-technologies-inc,"Kinestral Technologies, Inc.",6
Korea Kumho Petrochemical Co.,kumhopetrochemical.lookchem.com/,111,https://www.linkedin.com/company/korea-kumho-petrochemical-co-ltd-,"Korea Kumho Petrochemical Co., Ltd.",7
Synopsys,synopsys.com/,12991,https://www.linkedin.com/company/synopsys,Synopsys Inc,4
Uniseal Solutions Inc.,unisealsolutions.com/,112,https://www.linkedin.com/company/uniseal-inc.,"UNISEAL, Inc.",16
ASML Netherlands B.V.,asml.com/asml/en/s427,17809,https://www.linkedin.com/company/asml,ASML,15
Nestec S. A.,nestle.com/,136365,https://www.linkedin.com/company/nestle-s-a-,Nestlé,6
ADASA INC.,adasa.com/,117,https://www.linkedin.com/company/adasa-sistemas,Adasa Sistemas,13
Hunter Douglas Inc.,hunterdouglas.com/,2357,https://www.linkedin.com/company/hunter-douglas,Hunter Douglas Europe,7
Daylight Solutions,daylightsolutions.com/,119,https://www.linkedin.com/company/daylight-solutions,Daylight Solutions,0
Cardiva Medical,cardivamedical.com/,116,https://www.linkedin.com/company/cardiva-medical,Cardiva Medical,0
Bigelow Aerospace,bigelowaerospace.com/,121,https://www.linkedin.com/company/bigelow-aerospace,Bigelow Aerospace,0
Genomatica,genomatica.com/,124,https://www.linkedin.com/company/genomatica,Genomatica,0
Everspin Technologies,everspin.com/,122,https://www.linkedin.com/company/everspin-technologies,Everspin Technologies,0
TRI ALPHA ENERGY,tae.com/,126,https://www.linkedin.com/company/tae-technologies-inc,"TAE Technologies, Inc",19
Cook Biotech Incorporated,cookbiotech.com/,129,https://www.linkedin.com/company/cook-biotech,Cook Biotech,0
Innovation Hammer,ihammerllc.com/,124,https://www.linkedin.com/company/innovative-aftermarket-systems,Innovative Aftermarket Systems,21
Paratek Pharmaceuticals,paratekpharma.com/,130,https://www.linkedin.com/company/paratek-pharmaceuticals-inc-,Paratek Pharmaceuticals,0
Incept LLC,inceptresults.com/,130,https://www.linkedin.com/company/incept,Incept,0
Green Solar Transportation,greensolartransport.com/,171,https://www.linkedin.com/company/center-for-sustainable-energy-cse,Center for Sustainable Energy (CSE),35
Algenol Biotech LLC,algenol.com/,134,https://www.linkedin.com/company/algenol-biofuels-inc-,Algenol,8
Intermolecular,intermolecular.com/,137,https://www.linkedin.com/company/intermolecular,Intermolecular,0
Lion Copolymer Geismar,lionelastomers.com/,137,https://www.linkedin.com/company/lion-copolymer-llc,Lion Copolymer,8
SolAero Technologies Corp.,solaerotech.com,398,https://www.linkedin.com/company/emcore,EMCORE Corporation,25
Egenera,egenera.com/,138,https://www.linkedin.com/company/egenera,Egenera,0
Hynix Semiconductor Inc.,skhynix.com/eng/index.jsp,3770,https://www.linkedin.com/company/sk-hynix,SK hynix,19
Plasma-Therm,plasmatherm.com/,211,https://www.linkedin.com/company/plasma-computing-group-inc-,Plasma,6
VIOLIN MEMORY,violinsystems.com/,154,https://www.linkedin.com/company/violin-systems,Violin Systems,12
Materia,materia-inc.com/,159,https://www.linkedin.com/company/ooo-npf-materia-medica-holding-,"OOO ""NPF"" Materia Medica Holding""",33
Casio Computer Co.,world.casio.com/,543,https://www.linkedin.com/company/casio-usa,Casio USA,11
CUMMINS FILTRATION IP,cumminsfiltration.com/,31160,https://www.linkedin.com/company/cummins-inc,Cummins Inc.,19
DiscoveRx Corporation,discoverx.com/home,139,https://www.linkedin.com/company/eurofinsdiscoverx,Eurofins DiscoverX,18
Epizyme,epizyme.com/,143,https://www.linkedin.com/company/epizyme,Epizyme,0
Scientific Design Company,scidesign.com/,143,https://www.linkedin.com/company/scientific-design-company-inc.,"Scientific Design Company, Inc.",6
ASM America,asm.com/,1233,https://www.linkedin.com/company/asm,ASM,8
Valicor,trucent.com/,148,https://www.linkedin.com/company/valicor,Valicor,0
DHPC TECHNOLOGIES,dhpctech.com/,141,https://www.linkedin.com/company/dhpc,DHPC Technologies Inc.,16
AGFA-GEVAERT N.V.,agfa.com/corporate/,3710,https://www.linkedin.com/company/agfa-healthcare,Agfa HealthCare,14
Bridgelux,bridgelux.com/,149,https://www.linkedin.com/company/bridgelux-inc-_2,"Bridgelux, Inc.",6
Astex Pharmaceuticals,astx.com/,149,https://www.linkedin.com/company/astex-pharmaceuticals,Astex Pharmaceuticals (US),5
Interface Performance Materials,interfacematerials.com/products/,520,https://www.linkedin.com/company/lydall,Lydall,31
Evri,everi.com/,156,https://www.linkedin.com/company/global-cash-access,Global Cash Access,18
Fuji Electric Co.,fujielectric.com/,2009,https://www.linkedin.com/company/fuji-electric-india-pvt-ltd-,Fuji Electric India Pvt Ltd,13
Kajima Corporation,kajimausa.com/,869,https://www.linkedin.com/company/kajima,Kajima,0
Imperial Innovations Limited,imperialinnovations.co.uk/,165,https://www.linkedin.com/company/oxford-innovation,Oxford Innovation,27
Nanosys,nanosysinc.com/,52,https://www.linkedin.com/company/wrig-nanosystem,Wrig Nanosystems,16
Transilwrap Company,transcendia.com/,174,https://www.linkedin.com/company/transcendiainc,"Transcendia, Inc.",14
Sysmex Corporation,sysmex.com/Pages/default.aspx,933,https://www.linkedin.com/company/sysmex-america-inc-/jobs,"Sysmex America, Inc.: Jobs",20
IDEX Health & Science LLC,idex-hs.com/,1448,https://www.linkedin.com/company/idex-corporation,IDEX Corporation,16
KYOCERA DOCUMENT SOLUTIONS INC.,kyoceradocumentsolutions.com/,222,https://www.linkedin.com/company/kyocera-document-solutions-india,Kyocera Document Solutions India,27
Access Business Group International LLC,accessbusinessgroup.com/,168,https://www.linkedin.com/company/access-business-group,Access Business Group,0
Agena Bioscience,agenabio.com/,173,https://www.linkedin.com/company/agena-bioscience,Agena Bioscience,0
Fujitsu Semiconductor Limited,fujitsu.com/jp/group/fsl/en/,31372,https://www.linkedin.com/company/fujitsu,Fujitsu Global,21
Moxtek,moxtek.com/,168,https://www.linkedin.com/company/moxtek,MOXTEK,5
Kaneka Corporation,kaneka.co.jp/en/,4118,https://www.linkedin.com/company/kaneka-corp-4118-,Kaneka Corp (4118),12
Turtle Beach Corporation,turtlebeach.com/,178,https://www.linkedin.com/company/turtle-beach,Turtle Beach,0
Wyatt Technology Corporation,wyatt.com/,176,https://www.linkedin.com/company/wyatt-technology,Wyatt Technology,0
Wine.com,wine.com/,424,https://www.linkedin.com/company/wine.com.br,Wine.com.br,7
Coleman Cable,colemancables.com/,178,https://www.linkedin.com/company/coleman-cable-inc.,"Coleman Cable, Inc.",6
Zephyr Energy Systems LLC,zephyrenergy.com/,284,https://www.linkedin.com/company/zephyr-system-private-limited,Zephyr Limited,14
Kobe Steel,kobelco.co.jp/english/,195,https://www.linkedin.com/company/kobe-steel-ltd,KOBE STEEL LTD,11
Singulex,singulexclarity.eu/,174,https://www.linkedin.com/company/singulex,Singulex,0
Aerogen,aerogen.com/,188,https://www.linkedin.com/company/aerogen/jobs,Aerogen: Jobs,6
D-Wave Systems Inc.,dwavesys.com/,178,https://www.linkedin.com/company/d-wave-systems-inc.,D-Wave Systems Inc.,5
Synthetic Genomics,syntheticgenomics.com/,242,https://www.linkedin.com/company/j-craig-venter-institute,J. Craig Venter Institute,25
Midrex Technologies,midrex.com/,184,https://www.linkedin.com/company/midrex-technologies,"Midrex Technologies, Inc.",6
Newlans,newlans.com/,297,https://www.linkedin.com/company/newland-communities,Newland Communities,13
MonoSol,monosol.com/,191,https://www.linkedin.com/company/monosol-llc,"MonoSol, a Kuraray Division",20
Kulite Semiconductor Products,kulite.com/,195,https://www.linkedin.com/company/kulite-semiconductor-products-inc-,Kulite Semiconductor Products Inc.,5
