firm name,url,LinkedIn employees,LinkedIn url,LinkedIn matched name,jaro-winkler distance result
ACACIA RESEARCH GROUP LLC,acaciaresearch.com/,213,https://www.linkedin.com/company/acacia,Acacia,20
